Begin Timestamp,Distance (Raw),Duration_sec,Pace_sec_per_km,Elev_gain_per_km,Weather_Index,Workload_7d,Workload_Change_%,Injury_Risk,Recovery_Flag,VO2max_est,Calories
,6.0188,2517,406559.4470658603,34388.91473383399,28.200000000000003,0.05069563,2.160569955996639,0,0,32.19511323003576,435.0
,4.93391,1714,343338.2449213707,13368.707576749473,29.15,0.04382376,-13.55515258415764,0,1,38.04312718786465,396.0
,5.00583,1700,321824.75233877305,14215.424814666101,28.049999999999997,0.04195449,-4.2654258785645185,0,1,38.835270588235296,413.0
,7.28608,2830,384157.1874039264,28606.603276384558,27.9,0.039189329999999994,-6.590855948910361,0,0,34.39503886925795,564.0
,6.38675,2325,356519.35648021294,24679.218694954398,23.200000000000003,0.03804887,-2.9101288539507975,0,1,36.46387096774193,516.0
,4.96412,1625,323924.48208343063,13700.313449312263,26.05,0.03804945999999999,0.0015506373776534267,0,1,40.158116923076925,406.0
,3.18769,1164,362017.6365957794,22728.056994249757,27.35,0.03778318,-0.6998259633645098,0,1,36.362783505154646,279.0
,6.69202,2459,361923.6045319649,25306.26029210911,27.5,0.0384564,1.7817981440418782,0,1,36.157275315168775,573.0
,6.13313,2172,347783.26890184946,22782.820517419324,29.400000000000002,0.03965562,3.1183886167191956,0,1,37.38469613259669,522.0
,4.00936,1634,342448.6701119381,22247.939820819283,31.400000000000002,0.03865915,-2.5128090293380843,0,1,32.94450428396573,343.0
,3.10648,1027,327702.09368803276,22813.60253405784,30.3,0.034479550000000005,-10.811412046048602,0,1,39.79772151898734,267.0
,2.70119,961,349475.6014941563,23126.844094639768,27.25,0.03079399,-10.689118622487834,0,1,37.229739854318424,224.0
,4.01373,1326,326628.8464844421,16603.010167599714,27.050000000000004,0.0298436,-3.0862840443865793,0,1,39.8233484162896,343.0
,3.95872,1303,325357.6913749899,21479.164982620645,31.4,0.03061463,2.5835690064201335,0,1,39.95789716039908,341.0
,3.02501,1017,332560.8840962509,23411.492854569075,21.25,0.02694762,-11.977966090068708,0,1,39.19333333333333,258.0
,5.57298,1829,322269.23477206094,14652.842823767534,30.299999999999997,0.02638747,-2.078662234364292,0,1,40.064111536358666,477.0
,5.02961,1681,326069.0192678955,14724.799735963623,29.75,0.02740772,3.8664184175292298,0,1,39.40441403926234,428.0
,3.39513,1232,361400.00530171156,15401.472108579052,22.0,0.02769637,1.0531704205968297,0,1,36.56944805194805,287.0
,3.37103,1275,378222.6797151019,18528.461627455108,22.25,0.02836621,2.4185118844093934,0,0,35.22734117647059,351.0
