altitude,cadence,combined_pedal_smoothness,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,heart_rate,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_torque_effectiveness,speed,temperature,timestamp
13,0,13.5,7308.06,13,6.262,2,0,110,53,32,-451345616,1729798600,0,49,6.262,21,13-12-2019 02:05
13,0,13.5,7314.37,13,6.475,2,0,108,52,32,-451345093,1729798057,0,49,6.475,21,13-12-2019 02:05
13,0,13.5,7321.05,13,6.459,2,0,108,52,32,-451344538,1729797482,0,49,6.459,21,13-12-2019 02:05
13,0,13.5,7326.88,13,5.692,2,0,107,51,32,-451344055,1729796979,0,49,5.692,21,13-12-2019 02:05
13,0,13.5,7331.76,13,4.642,2,0,106,51,32,-451343656,1729796550,0,49,4.642,21,13-12-2019 02:05
13,0,13.5,7336.56,13,4.37,2,0,105,50,32,-451343272,1729796116,0,49,4.37,21,13-12-2019 02:05
13,0,13.5,7341.03,13,4.073,2,0,104,50,32,-451342903,1729795728,0,49,4.073,21,13-12-2019 02:05
13,0,13.5,7345.36,13,4.065,2,0,103,49,32,-451342546,1729795351,0,49,4.065,21,13-12-2019 02:05
13,0,13.5,7349.54,13,4.099,2,0,103,49,32,-451342196,1729794998,0,49,4.099,21,13-12-2019 02:05
13,0,13.5,7354.07,13,4.604,2,0,102,49,32,-451341794,1729794648,0,49,4.604,21,13-12-2019 02:05
13,0,13.5,7359.35,13,5.487,2,0,102,48,32,-451341328,1729794243,170,49,5.487,21,13-12-2019 02:05
13,31,20,7365.3,13,6.217,2,0,101,53,70,-451340823,1729793748,315,72,6.217,21,13-12-2019 02:05
13,54,25,7371.85,13,6.33,2,0,101,55,94.5,-451340287,1729793174,370,90,6.33,21,13-12-2019 02:05
13,67,27,7378.38,13,6.303,2,0,101,53,97,-451339771,1729792573,212,96.5,6.303,21,13-12-2019 02:05
13,70,27,7385.04,13,6.544,2,0,102,47,97,-451339246,1729791960,149,96.5,6.544,21,13-12-2019 02:05
13,71,23.5,7392.04,13,6.726,2,0,103,50,84,-451338673,1729791345,126,83.5,6.726,21,13-12-2019 02:05
13,72,19.5,7399.12,13,6.753,2,0,104,53,71.5,-451338081,1729790741,108,70,6.753,21,13-12-2019 02:05
13,73,16.5,7406.07,13,6.783,2,0,105,52,66,-451337512,1729790132,107,60.5,6.783,21,13-12-2019 02:05
13,73,16.5,7412.92,13,6.776,2,0,106,49,66,-451336948,1729789534,107,60.5,6.776,21,13-12-2019 02:05
13,73,16,7419.74,13,6.529,2,0,107,49,66.5,-451336384,1729788944,121,58.5,6.529,21,13-12-2019 02:05
13,73,16,7426.21,13,6.22,2,0,108,49,67,-451335853,1729788379,110,58,6.22,21,13-12-2019 02:05
13,73,16,7432.27,13,5.745,2,0,109,48,68,-451335348,1729787860,89,58.5,5.745,21,13-12-2019 02:05
13,60,17,7437.84,13,5.628,2,0,110,51,74,-451334864,1729787417,104,60.5,5.628,21,13-12-2019 02:05
13,42,18.5,7443.07,13,5.13,2,0,110,54,83.5,-451334377,1729787064,142,64,5.13,21,13-12-2019 02:05
13,56,18.5,7447.83,13,4.218,2,0,111,45,83.5,-451333921,1729786784,105,64,4.218,21,13-12-2019 02:05
13.6,46,20.5,7452.18,13.6,4.495,2,0,111,49,68.5,-451333468,1729786640,190,70.5,4.495,21,13-12-2019 02:05
14,39,23,7456.45,14,4.269,2,0,111,55,64.5,-451333032,1729786464,239,76.5,4.269,21,13-12-2019 02:05
14,46,25.5,7460.42,14,3.827,2,0,110,56,79.5,-451332658,1729786210,191,80,3.827,21,13-12-2019 02:05
14,49,27.5,7464.65,14,4.216,2,0,110,49,91.5,-451332294,1729785866,146,83,4.216,21,13-12-2019 02:05
14,36,27.5,7469.17,14,4.524,3,0,109,20,91.5,-451331910,1729785490,109,83,4.524,21,13-12-2019 02:05
14,35,22,7473.97,14,4.807,3,0,109,64,85,-451331500,1729785099,158,83.5,4.807,21,13-12-2019 02:05
14.2,43,20.5,7478.95,14.2,4.997,3,0,109,66,83.5,-451331048,1729784739,159,83,4.997,21,13-12-2019 02:05
15,53,21.5,7484.48,15,5.288,3,0,109,47,84,-451330570,1729784294,137,82.5,5.288,21,13-12-2019 02:05
15,57,21.5,7489.95,15,5.512,3,0,109,52,76,-451330092,1729783863,123,82.5,5.512,21,13-12-2019 02:05
15,60,21.5,7495.83,15,5.743,3,0,110,50,73.5,-451329610,1729783352,118,82.5,5.743,21,13-12-2019 02:05
15,61,20.5,7502.37,15,5.995,3,0,110,49,71,-451329117,1729782720,125,74.5,5.995,21,13-12-2019 02:05
15,63,19,7508.82,15,6.082,3,0,111,52,70.5,-451328615,1729782116,120,67.5,6.082,21,13-12-2019 02:05
15,64,18,7515.47,15,6.228,3,0,111,55,71,-451328093,1729781508,106,65.5,6.228,21,13-12-2019 02:05
15,65,19,7521.66,15,6.099,3,0,111,50,64,-451327546,1729781032,109,66.5,6.099,21,13-12-2019 02:05
15,66,19,7528.14,15,6.103,3,0,111,52,63,-451327007,1729780476,104,65,6.103,21,13-12-2019 02:05
15,58,19,7534.46,15,6.009,3,0,111,53,61.5,-451326487,1729779925,88,64,6.009,21,13-12-2019 02:05
15,39,19,7540.64,15,5.833,3,0,112,52,59.5,-451325956,1729779423,59,64,5.833,21,13-12-2019 02:05
15,20,19.5,7546.61,15,5.721,3,0,111,52,58,-451325487,1729778878,30,64,5.721,21,13-12-2019 02:05
15,0,19.5,7552.34,15,5.16,3,0,111,51,56,-451325096,1729778281,0,64,5.16,21,13-12-2019 02:05
14.8,0,19.5,7557.49,14.8,5.153,3,0,111,51,56,-451324713,1729777778,0,64,5.153,21,13-12-2019 02:05
14,0,19.5,7563.1,14,5.936,3,0,111,50,56,-451324301,1729777233,0,64,5.936,21,13-12-2019 02:05
14,0,19.5,7569.03,14,6.512,3,0,110,50,56,-451323776,1729776777,0,64,6.512,21,13-12-2019 02:05
14,0,19.5,7576.48,14,6.877,3,0,109,49,56,-451323112,1729776222,0,64,6.877,21,13-12-2019 02:05
14,0,19.5,7582.65,14,6.107,3,0,108,49,56,-451322510,1729775870,0,64,6.107,21,13-12-2019 02:06
14,0,19.5,7587.9,14,5.449,3,0,107,48,56,-451322002,1729775562,0,64,5.449,21,13-12-2019 02:06
14,0,19.5,7592.87,14,5.061,3,0,106,47,56,-451321504,1729775317,0,64,5.061,21,13-12-2019 02:06
13.4,0,19.5,7598.12,13.4,5.169,3,0,105,47,56,-451321022,1729774973,0,64,5.169,21,13-12-2019 02:06
13,0,19.5,7604.62,13,5.908,3,0,105,46,56,-451320531,1729774346,0,64,5.908,21,13-12-2019 02:06
13,0,19.5,7612.54,13,7.091,3,0,104,46,56,-451319908,1729773622,0,64,7.091,21,13-12-2019 02:06
13,0,19.5,7620.46,13,7.29,3,0,103,45,56,-451319206,1729773014,0,64,7.29,21,13-12-2019 02:06
13,0,19.5,7627.82,13,6.898,3,0,103,45,56,-451318550,1729772459,0,64,6.898,21,13-12-2019 02:06
13.2,0,19.5,7634.47,13.2,6.377,3,0,102,44,56,-451317918,1729772044,0,64,6.377,21,13-12-2019 02:06
14,0,19.5,7640.97,14,6.123,3,0,102,44,56,-451317253,1729771779,0,64,6.123,21,13-12-2019 02:06
14,0,19.5,7647.25,14,5.758,3,0,101,43,56,-451316591,1729771613,53,64,5.758,21,13-12-2019 02:06
14,28,20.5,7652.95,14,5.21,3,0,101,50,62,-451315987,1729771480,106,67,5.21,21,13-12-2019 02:06
14,56,21,7657.84,14,4.711,3,0,100,55,73.5,-451315469,1729771368,152,69,4.711,21,13-12-2019 02:06
14,55,21,7662.4,14,4.421,3,0,100,54,83.5,-451314986,1729771266,206,70,4.421,21,13-12-2019 02:06
14.6,51,23,7667.36,14.6,4.305,3,0,99,54,92,-451314471,1729771104,259,78,4.305,21,13-12-2019 02:06
15,50,23.5,7672.1,15,4.169,3,0,99,54,89.5,-451314014,1729770825,194,85.5,4.169,21,13-12-2019 02:06
15,48,25,7677.21,15,4.615,3,0,99,54,83.5,-451313557,1729770441,148,90,4.615,21,13-12-2019 02:06
15,47,27.5,7682.38,15,5.16,3,0,99,53,74.5,-451313102,1729770040,121,92.5,5.16,21,13-12-2019 02:06
15,45,29.5,7687.72,15,5.308,3,0,100,52,68,-451312658,1729769584,45,94,5.308,21,13-12-2019 02:06
15,47,26.5,7693.01,15,5.288,3,0,101,43,56,-451312252,1729769085,35,84.5,5.288,21,13-12-2019 02:06
15,48,23,7697.18,15,4.443,3,0,102,35,44,-451311896,1729768743,24,75,4.443,21,13-12-2019 02:06
16,50,20,7700.59,16,3.694,3,0,103,26,32,-451311607,1729768459,14,66,3.694,21,13-12-2019 02:06
16,44,16,7703.72,16,3.311,3,0,103,16,32,-451311340,1729768201,14,53.5,3.311,21,13-12-2019 02:06
16,31,11,7706.85,16,3.133,3,0,104,5,42.5,-451311081,1729767928,23,38,3.133,21,13-12-2019 02:06
16,24,8.5,7709.71,16,2.91,3,0,103,0,52.5,-451310833,1729767703,51,30.5,2.91,21,13-12-2019 02:06
16,26,8.5,7712.6,16,2.904,3,0,103,14,63,-451310558,1729767519,120,30.5,2.904,21,13-12-2019 02:06
16,37,9,7716.11,16,3.353,3,0,102,64,73.5,-451310216,1729767320,253,31.5,3.353,21,13-12-2019 02:06
16,39,18,7720.13,16,3.854,3,0,101,59,84,-451309832,1729767082,290,65,3.854,21,13-12-2019 02:06
16,42,27,7724.59,16,4.313,3,0,100,55,94,-451309464,1729766696,327,97.5,4.313,21,13-12-2019 02:06
16,56,27,7730.2,16,5.288,3,0,100,55,94,-451309058,1729766135,313,97.5,5.288,21,13-12-2019 02:06
16,62,26,7736.55,16,6.077,3,0,100,46,86,-451308628,1729765466,181,95.5,6.077,21,13-12-2019 02:06
16,66,25.5,7743.46,16,6.701,3,0,100,44,73.5,-451308147,1729764752,106,94,6.701,21,13-12-2019 02:06
16,68,24,7750.88,16,7.232,3,0,101,49,63,-451307622,1729763997,101,87.5,7.232,21,13-12-2019 02:06
16,69,18.5,7758.03,16,7.198,2,0,102,54,65.5,-451307122,1729763262,116,64.5,7.198,20,13-12-2019 02:06
16,70,19,7765.11,16,7.129,2,0,103,53,61,-451306603,1729762560,96,63,7.129,20,13-12-2019 02:06
16,62,18,7772.39,16,7.261,2,0,105,47,51,-451306071,1729761835,100,66,7.261,20,13-12-2019 02:06
16,60,17,7779.82,16,7.328,2,0,106,46,43.5,-451305512,1729761118,112,68,7.328,20,13-12-2019 02:06
16,73,17,7787.08,16,7.287,2,0,107,56,43.5,-451304945,1729760441,119,68,7.287,20,13-12-2019 02:06
16,73,17,7794.26,16,7.253,2,0,108,60,44.5,-451304399,1729759753,121,67.5,7.253,20,13-12-2019 02:06
16,73,16,7801.63,16,7.422,2,0,108,54,65,-451303848,1729759037,138,59.5,7.422,20,13-12-2019 02:06
16,73,18,7808.92,16,7.186,2,0,108,53,71,-451303319,1729758307,133,64.5,7.186,20,13-12-2019 02:06
16,73,19,7815.44,16,6.72,2,0,108,53,71.5,-451302873,1729757626,124,66,6.72,20,13-12-2019 02:06
16,73,18.5,7821.37,16,6.336,2,0,107,53,70,-451302473,1729757001,114,62.5,6.336,20,13-12-2019 02:06
16.2,72,18,7826.29,16.2,6.015,2,0,107,53,67,-451302148,1729756475,105,60.5,6.015,20,13-12-2019 02:06
17,71,16.5,7834.9,17,6.867,2,0.02,107,56,69,-451301582,1729755551,107,59,6.867,20,13-12-2019 02:06
17,69,16,7841.27,17,6.491,2,0.05,107,58,71.5,-451301164,1729754868,119,59.5,6.491,20,13-12-2019 02:06
17,69,19.5,7847.68,17,6.448,2,0.08,107,52,71,-451300762,1729754164,135,66.5,6.448,20,13-12-2019 02:06
17,68,19.5,7854.16,17,6.492,2,0.1,107,51,73,-451300393,1729753419,149,69.5,6.492,20,13-12-2019 02:06
17,67,22.5,7860.61,17,6.46,2,0.13,107,52,78,-451300030,1729752673,151,76.5,6.46,20,13-12-2019 02:06
17,66,23,7866.83,17,6.322,2,0.16,107,53,79,-451299683,1729751954,167,78,6.322,20,13-12-2019 02:06
17,65,22.5,7872.87,17,6.166,2,0.58,108,54,81.5,-451299348,1729751252,178,76,6.166,20,13-12-2019 02:06
17.6,64,22,7878.97,17.6,6.018,2,1.07,108,54,84.5,-451299006,1729750547,179,74,6.018,20,13-12-2019 02:06
18,63,24.5,7884.9,18,5.96,2,1.57,108,52,83,-451298683,1729749854,171,83,5.96,20,13-12-2019 02:06
18,63,25,7890.65,18,5.797,2,2.06,108,51,82.5,-451298402,1729749161,163,85,5.797,20,13-12-2019 02:06
18,62,24.5,7896.44,18,5.804,2,2.56,109,50,80,-451298127,1729748457,163,81,5.804,20,13-12-2019 02:06
18,61,24,7902.04,18,5.688,2,2.68,109,50,80,-451297856,1729747778,154,79.5,5.688,20,13-12-2019 02:06
18,60,23.5,7907.58,18,5.536,2,2.74,110,52,81.5,-451297593,1729747106,140,80,5.536,20,13-12-2019 02:06
18,60,22.5,7913.03,18,5.468,2,2.79,110,60,82,-451297334,1729746443,148,79,5.468,20,13-12-2019 02:06
19,58,23,7918.22,19,5.266,2,2.84,111,62,87.5,-451297068,1729745825,225,80,5.266,20,13-12-2019 02:06
19,58,23,7923.51,19,5.266,2,2.9,111,59,88.5,-451296795,1729745196,234,80,5.266,20,13-12-2019 02:06
19,58,23.5,7928.83,19,5.309,2,2.74,111,56,86.5,-451296546,1729744548,215,82.5,5.309,20,13-12-2019 02:07
19,58,24,7934.16,19,5.343,2,2.55,112,55,81,-451296308,1729743890,191,88,5.343,20,13-12-2019 02:07
19,58,23.5,7939.75,19,5.511,2,2.36,112,52,76.5,-451296066,1729743197,191,87.5,5.511,20,13-12-2019 02:07
19,58,20,7945.41,19,5.625,2,2.17,112,36,81.5,-451295839,1729742486,212,77.5,5.625,20,13-12-2019 02:07
19,59,19.5,7951.25,19,5.73,2,1.98,113,26,84,-451295645,1729741733,198,76,5.73,20,13-12-2019 02:07
19.4,61,24.5,7956.92,19.4,5.446,2,1.93,113,28,80.5,-451295472,1729740997,120,89,5.446,20,13-12-2019 02:07
20,61,20.5,7962.5,20,5.333,2,1.9,114,50,68,-451295313,1729740268,124,73,5.333,20,13-12-2019 02:07
20,59,19,7968.07,20,5.418,2,1.87,114,50,73,-451295166,1729739537,128,66.5,5.418,20,13-12-2019 02:07
20,58,19,7973.92,20,5.78,2,1.84,115,53,73,-451295048,1729738758,122,66.5,5.78,20,13-12-2019 02:07
20,58,19,7980.05,20,6.345,2,1.81,115,55,73,-451294946,1729737939,99,66.5,6.345,20,13-12-2019 02:07
20,60,18,7986.85,20,6.785,2,1.22,115,52,66,-451294878,1729737020,92,63,6.785,20,13-12-2019 02:07
19.2,64,16.5,7993.84,19.2,7.043,2,0.52,115,49,58,-451294805,1729736077,92,58.5,7.043,20,13-12-2019 02:07
19,70,16.5,8000.97,19,7.239,2,-0.17,116,53,57.5,-451294736,1729735115,77,58,7.239,20,13-12-2019 02:07
19,74,14.5,8008.33,19,7.531,2,-0.87,115,50,52.5,-451294633,1729734127,80,50.5,7.531,20,13-12-2019 02:07
19,78,12.5,8016.65,19,8.055,2,-1.57,115,50,52,-451294490,1729733014,77,47,8.055,20,13-12-2019 02:07
19,82,12,8024.69,19,7.93,2,-1.79,115,48,49,-451294324,1729731945,43,46,7.93,20,13-12-2019 02:07
19,82,13,8032.64,19,8.011,2,-1.92,115,38,24,-451294191,1729730881,44,45.5,8.011,20,13-12-2019 02:07
18.6,79,13,8040.7,18.6,8.236,2,-2.04,115,49,25,-451294067,1729729801,49,45,8.236,20,13-12-2019 02:07
18,78,11,8049,18,8.176,2,-2.17,115,50,36.5,-451293927,1729728689,47,37,8.176,20,13-12-2019 02:07
18,78,10,8057.06,18,8.039,2,-2.3,114,50,37.5,-451293789,1729727611,46,35,8.039,20,13-12-2019 02:07
18,79,9.5,8065.1,18,7.904,2,-2.43,114,50,38.5,-451293655,1729726534,48,35.5,7.904,20,13-12-2019 02:07
18,79,10.5,8072.87,18,7.63,2,-2.28,114,51,43,-451293530,1729725493,56,37.5,7.63,20,13-12-2019 02:07
18,78,10.5,8080.52,18,7.439,2,-2.07,113,50,43.5,-451293390,1729724472,69,38,7.439,20,13-12-2019 02:07
17.2,76,11,8088.01,17.2,7.545,2,-1.87,113,50,49,-451293246,1729723474,74,39,7.545,20,13-12-2019 02:07
17,75,12.5,8095.41,17,7.33,2,-1.67,112,50,55,-451293083,1729722493,81,43.5,7.33,20,13-12-2019 02:07
17,74,14,8102.86,17,7.236,2,-1.46,111,51,58.5,-451292901,1729721509,89,48,7.236,20,13-12-2019 02:07
17,73,13.5,8110.09,17,7.217,2,-1.35,110,51,58.5,-451292723,1729720556,99,48.5,7.217,20,13-12-2019 02:07
17,72,14,8117.3,17,7.224,2,-1.26,110,55,65.5,-451292551,1729719602,113,51.5,7.224,20,13-12-2019 02:07
17,71,14.5,8124.54,17,7.205,2,-1.16,110,55,68,-451292391,1729718642,119,53,7.205,20,13-12-2019 02:07
17,71,15.5,8131.63,17,7.188,2,-1.06,109,52,69,-451292231,1729717703,119,56.5,7.188,20,13-12-2019 02:07
17,71,17,8138.85,17,7.036,2,-0.97,109,51,68.5,-451292066,1729716747,118,62,7.036,20,13-12-2019 02:07
17,71,17,8145.8,17,6.999,2,-0.82,109,48,63,-451291888,1729715833,109,62.5,6.999,20,13-12-2019 02:07
17,71,17,8153.03,17,7.191,2,-0.66,108,52,63,-451291708,1729714879,141,62.5,7.191,20,13-12-2019 02:07
17,70,16,8160.34,17,7.089,2,-0.5,107,48,69,-451291529,1729713916,139,57.5,7.089,20,13-12-2019 02:07
17,70,16.5,8167.4,17,6.953,2,-0.34,107,46,72,-451291351,1729712986,131,60,6.953,20,13-12-2019 02:07
17,70,18,8174.33,17,6.789,2,-0.19,107,47,72.5,-451291169,1729712075,129,65,6.789,20,13-12-2019 02:07
17,69,18,8181.25,17,6.739,2,-0.03,107,51,72.5,-451290968,1729711171,138,65,6.739,20,13-12-2019 02:07
17,68,17,8188.09,17,6.588,2,0,107,57,77,-451290763,1729710281,141,63.5,6.588,20,13-12-2019 02:07
17,67,17,8194.92,17,6.61,2,0,108,55,77,-451290543,1729709398,135,63,6.61,20,13-12-2019 02:07
17,67,17,8201.69,17,6.563,2,0,108,52,75.5,-451290319,1729708525,131,63,6.563,20,13-12-2019 02:07
17,67,18.5,8208.42,17,6.418,2,0,108,52,72.5,-451290081,1729707665,147,66.5,6.418,20,13-12-2019 02:07
17,67,18,8214.96,17,6.408,2,0,109,53,77,-451289830,1729706838,150,68.5,6.408,20,13-12-2019 02:07
17,66,18,8221.34,17,6.347,2,0,109,54,78,-451289561,1729706042,160,69,6.347,20,13-12-2019 02:07
16.8,66,18,8227.88,16.8,6.619,2,0,110,53,78,-451289301,1729705219,170,69,6.619,20,13-12-2019 02:07
16.2,65,19,8234.73,16.2,6.534,2,0,110,52,78.5,-451289015,1729704363,169,71.5,6.534,20,13-12-2019 02:07
17,65,22,8241.46,17,6.638,2,0,110,51,80,-451288742,1729703520,149,76.5,6.638,20,13-12-2019 02:07
17,65,21,8248.18,17,6.798,2,0,110,51,77.5,-451288480,1729702671,135,74.5,6.798,20,13-12-2019 02:07
17,65,20,8254.99,17,6.895,2,0,111,50,74,-451288200,1729701818,135,70.5,6.895,20,13-12-2019 02:07
17,66,19,8262.15,17,6.73,2,0,111,52,74,-451287899,1729700925,137,67.5,6.73,20,13-12-2019 02:07
17,66,18,8269.12,17,6.682,2,0,111,53,75.5,-451287591,1729700064,132,66.5,6.682,20,13-12-2019 02:07
17,67,21,8275.98,17,6.626,2,0,111,49,73.5,-451287273,1729699225,126,69.5,6.626,20,13-12-2019 02:07
17,67,19.5,8282.86,17,6.713,2,0,112,51,73.5,-451286956,1729698383,132,67.5,6.713,20,13-12-2019 02:07
17,66,18.5,8289.59,17,6.717,2,0,112,52,74,-451286638,1729697563,145,65,6.717,20,13-12-2019 02:07
17,66,18.5,8296.37,17,6.781,2,0,113,52,75.5,-451286318,1729696738,154,64.5,6.781,20,13-12-2019 02:07
17,66,19.5,8303.29,17,6.931,2,0,113,50,78.5,-451285974,1729695906,133,67.5,6.931,20,13-12-2019 02:07
17,66,21,8310.25,17,6.963,2,0,113,49,75.5,-451285601,1729695090,107,73,6.963,20,13-12-2019 02:07
17,66,19.5,8317.09,17,6.841,2,0,113,43,64.5,-451285207,1729694307,70,67.5,6.841,20,13-12-2019 02:07
17,66,17.5,8323.98,17,6.916,2,0,113,42,59.5,-451284797,1729693529,81,61.5,6.916,20,13-12-2019 02:07
17,66,14.5,8331.01,17,6.835,2,0,113,42,55,-451284367,1729692747,88,54.5,6.835,20,13-12-2019 02:07
17,66,14.5,8337.79,17,6.852,2,0,113,45,57.5,-451283978,1729691971,71,54.5,6.852,19,13-12-2019 02:07
17,67,15,8344.74,17,6.965,2,0,113,48,60,-451283585,1729691169,54,54.5,6.965,19,13-12-2019 02:08
17,56,15,8351.84,17,7.302,2,0,112,23,61.5,-451283158,1729690372,82,54.5,7.302,19,13-12-2019 02:08
17,51,16,8359.2,17,7.52,2,0,111,0,66,-451282694,1729689564,113,56.5,7.52,19,13-12-2019 02:08
17,60,17,8366.76,17,7.611,2,0,111,15,67.5,-451282194,1729688757,97,60.5,7.611,19,13-12-2019 02:08
17,72,18.5,8374.39,17,7.565,2,0,111,48,61,-451281674,1729687958,71,65,7.565,19,13-12-2019 02:08
16.6,73,13.5,8382.03,16.6,7.461,2,0,111,54,55,-451281151,1729687159,76,49,7.461,19,13-12-2019 02:08
16,73,13,8389.53,16,7.421,2,0,111,53,56,-451280627,1729686387,74,48,7.421,19,13-12-2019 02:08
16,73,13,8397.01,16,7.513,2,0,111,49,56.5,-451280087,1729685636,72,48,7.513,19,13-12-2019 02:08
16,73,14,8404.54,16,7.505,2,0,111,49,57,-451279534,1729684890,72,50,7.505,19,13-12-2019 02:08
16,73,15,8412.09,16,7.594,2,0,111,54,58,-451278969,1729684157,74,53.5,7.594,19,13-12-2019 02:08
16,73,13,8419.75,16,7.777,2,0,112,51,55.5,-451278379,1729683433,79,48.5,7.777,19,13-12-2019 02:08
16,74,14,8427.63,16,7.883,2,0,112,51,55,-451277761,1729682702,79,49.5,7.883,19,13-12-2019 02:08
16,75,14.5,8435.56,16,7.96,2,0,112,49,53.5,-451277131,1729681979,80,51.5,7.96,19,13-12-2019 02:08
16,77,14,8443.15,16,7.884,2,0,111,47,52,-451276513,1729681308,83,53,7.884,19,13-12-2019 02:08
16,78,17,8451.33,16,7.828,2,0,111,48,54,-451275811,1729680639,98,58,7.828,19,13-12-2019 02:08
16,78,15.5,8459.34,16,8.056,2,0,111,44,55.5,-451275105,1729680020,89,55,8.056,19,13-12-2019 02:08
16,78,15.5,8467.26,16,7.922,2,0,110,41,53.5,-451274385,1729679447,89,58.5,7.922,19,13-12-2019 02:08
16,79,16,8475.17,16,7.739,2,0,110,45,52.5,-451273680,1729678850,72,61.5,7.739,19,13-12-2019 02:08
16,75,16,8482.82,16,7.582,2,0,109,49,59,-451273008,1729678252,48,60,7.582,19,13-12-2019 02:08
16,53,15.5,8490.33,16,7.611,2,0,108,49,97,-451272357,1729677649,61,52.5,7.611,19,13-12-2019 02:08
16,64,15.5,8498.1,16,7.487,2,0,108,56,64,-451271697,1729677004,75,52,7.487,19,13-12-2019 02:08
16,75,15,8505.62,16,7.427,2,0,107,57,52.5,-451271057,1729676381,97,51.5,7.427,19,13-12-2019 02:08
15,75,13,8513.03,15,7.443,2,0,106,50,59,-451270408,1729675801,101,49,7.443,19,13-12-2019 02:08
15,74,13,8520.47,15,7.434,2,0,106,49,61,-451269743,1729675242,92,49,7.434,19,13-12-2019 02:08
15,74,15,8528.03,15,7.362,2,0,106,49,57.5,-451269064,1729674678,86,56,7.362,19,13-12-2019 02:08
15,74,15,8535.63,15,7.37,2,0,106,51,58.5,-451268388,1729674101,90,57,7.37,19,13-12-2019 02:08
15,73,15,8542.99,15,7.342,2,0,107,53,61,-451267731,1729673544,104,56,7.342,19,13-12-2019 02:08
15,73,15,8550.21,15,7.14,2,0,107,53,64,-451267085,1729673002,107,55,7.14,19,13-12-2019 02:08
15,72,15,8557.27,15,6.887,2,0,107,50,65.5,-451266447,1729672484,85,55,6.887,19,13-12-2019 02:08
15,72,15,8564.24,15,6.831,2,0,108,47,67.5,-451265821,1729671966,62,55,6.831,19,13-12-2019 02:08
15,53,16.5,8571.07,15,6.895,2,0,108,18,92,-451265217,1729671438,53,60,6.895,19,13-12-2019 02:08
15,42,17,8578.2,15,6.988,2,0,108,17,100,-451264585,1729670891,133,62,6.988,19,13-12-2019 02:08
15,67,17.5,8585.52,15,6.734,2,0,108,55,94,-451263931,1729670340,128,63,6.734,19,13-12-2019 02:08
15,67,18.5,8592.39,15,6.745,2,0,107,49,68.5,-451263321,1729669818,103,68.5,6.745,19,13-12-2019 02:08
15,67,18.5,8599.02,15,6.61,2,0,107,54,67,-451262737,1729669303,105,68.5,6.61,19,13-12-2019 02:08
15,66,18.5,8605.26,15,6.296,2,0,106,53,66.5,-451262179,1729668832,84,68.5,6.296,19,13-12-2019 02:08
15,56,17.5,8611.93,15,6.584,2,0,106,32,82,-451261588,1729668321,80,65.5,6.584,19,13-12-2019 02:08
15,44,16.5,8618.6,15,6.738,2,0,106,9,100,-451260987,1729667828,106,62,6.738,19,13-12-2019 02:08
15,50,19,8625.46,15,6.826,2,0,105,21,90,-451260379,1729667304,116,68,6.826,19,13-12-2019 02:08
15,60,22.5,8632.18,15,6.738,2,0,105,39,76,-451259779,1729666796,89,76.5,6.738,19,13-12-2019 02:08
15,60,24,8639.1,15,6.635,2,0,105,47,65.5,-451259164,1729666269,67,80,6.635,19,13-12-2019 02:08
15,47,23,8645.58,15,6.355,2,0,106,41,59,-451258583,1729665786,53,77.5,6.355,19,13-12-2019 02:08
15,33,21.5,8651.75,15,6.234,2,0,106,35,53,-451258021,1729665340,38,74.5,6.234,19,13-12-2019 02:08
15,20,20.5,8658.07,15,6.374,2,0,106,29,46.5,-451257439,1729664900,23,71.5,6.374,19,13-12-2019 02:08
15,7,19,8664.79,15,6.504,2,0,106,24,40.5,-451256844,1729664384,8,68.5,6.504,19,13-12-2019 02:08
15,0,18.5,8671.13,15,6.214,2,0,106,18,37,-451256314,1729663846,32,67,6.214,19,13-12-2019 02:08
15,0,18.5,8677.21,15,5.924,2,0,106,15,40.5,-451255847,1729663272,62,67,5.924,19,13-12-2019 02:08
15,0,18.5,8683.22,15,5.799,2,0,105,15,48.5,-451255427,1729662652,43,67,5.799,19,13-12-2019 02:08
15,0,18.5,8689.02,15,5.635,2,0,105,15,56.5,-451255065,1729662014,25,67,5.635,19,13-12-2019 02:08
15,0,18.5,8694.46,15,5.402,2,0,104,15,64,-451254745,1729661396,6,67,5.402,19,13-12-2019 02:08
15,0,18.5,8699.9,15,5.138,2,0,103,15,66.5,-451254403,1729660798,0,67,5.138,19,13-12-2019 02:08
15,0,18.5,8705.23,15,5.266,2,0,102,15,66.5,-451254054,1729660226,0,67,5.266,19,13-12-2019 02:08
15,0,18.5,8710.71,15,5.63,2,0,102,15,66.5,-451253667,1729659666,0,67,5.63,19,13-12-2019 02:08
15,0,18.5,8716.51,15,5.628,2,0,101,15,66.5,-451253242,1729659092,0,67,5.628,19,13-12-2019 02:08
15,0,18.5,8722.08,15,5.15,2,0,101,15,66.5,-451252808,1729658573,0,67,5.15,19,13-12-2019 02:08
15,0,18.5,8727.06,15,5.011,2,0,101,15,66.5,-451252379,1729658172,0,67,5.011,19,13-12-2019 02:08
15,0,18.5,8732.03,15,5.302,2,0,100,15,66.5,-451251933,1729657802,0,67,5.302,19,13-12-2019 02:08
