altitude,cadence,combined_pedal_smoothness,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,heart_rate,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_torque_effectiveness,speed,temperature,timestamp
25,0,15.5,1285.89,25,5.833,2,0,102,,57,-451226106,1730087543,0,57.5,5.833,24,13-12-2019 01:50
25,0,15.5,1291.48,25,5.508,2,0,102,,57,-451225506,1730087577,0,57.5,5.508,24,13-12-2019 01:50
25,0,15.5,1296.65,25,4.94,2,0,101,,57,-451224950,1730087597,0,57.5,4.94,24,13-12-2019 01:50
25,0,15.5,1301.07,25,3.979,2,0,100,,57,-451224475,1730087605,0,57.5,3.979,24,13-12-2019 01:50
25,0,15.5,1304.32,25,2.795,2,0,100,,57,-451224126,1730087580,0,57.5,2.795,24,13-12-2019 01:50
25,4,15.5,1305.93,25,0.368,1,0,89,,57,-451223816,1730087512,0,57.5,0.368,24,13-12-2019 01:50
25,5,15.5,1306.57,25,1.467,1,0,89,,57,-451223755,1730087550,0,57.5,1.467,24,13-12-2019 01:50
25,6,15.5,1308.74,25,1.915,1,0,89,,57,-451223545,1730087680,0,57.5,1.915,24,13-12-2019 01:50
25,8,15.5,1310.67,25,2.102,1,0,89,,57,-451223360,1730087797,0,57.5,2.102,24,13-12-2019 01:50
25,9,15.5,1312.88,25,2.222,1,0,89,,57,-451223154,1730087945,0,57.5,2.222,24,13-12-2019 01:50
25,10,15.5,1315.15,25,2.366,1,0,89,,57,-451222925,1730088046,0,57.5,2.366,24,13-12-2019 01:50
25,11,15.5,1317.55,25,2.406,1,0,90,,57,-451222672,1730088106,11,57.5,2.406,24,13-12-2019 01:50
25,13,15.5,1319.85,25,2.265,1,0,92,48,57,-451222429,1730088159,105,57.5,2.265,24,13-12-2019 01:50
25,14,25,1322.31,25,2.57,1,0,95,38,68.5,-451222167,1730088204,142,69,2.57,24,13-12-2019 01:50
25,15,40.5,1325,25,2.823,1,0,97,27,87.5,-451221880,1730088259,143,88,2.823,24,13-12-2019 01:50
25,17,45.5,1327.79,25,2.911,1,0.08,100,31,99.5,-451221582,1730088293,143,100,2.911,24,13-12-2019 01:50
25,19,33,1330.58,25,2.756,1,0.47,102,59,98.5,-451221283,1730088319,145,99.5,2.756,24,13-12-2019 01:50
25,23,28,1333.41,25,2.858,2,0.86,104,63,96.5,-451220980,1730088358,138,99,2.858,24,13-12-2019 01:50
26,27,27.5,1336.31,26,2.788,2,1.26,105,52,93.5,-451220670,1730088398,127,98.5,2.788,24,13-12-2019 01:50
26,30,27,1339.03,26,2.494,2,1.65,105,46,91.5,-451220379,1730088420,110,98,2.494,24,13-12-2019 01:50
26,32,27,1341.44,26,2.331,2,2.04,105,48,91.5,-451220121,1730088418,83,98,2.331,24,13-12-2019 01:50
26,33,27,1343.77,26,2.326,2,2.44,106,50,90,-451219875,1730088469,61,97,2.326,24,13-12-2019 01:50
26,32,25,1345.88,26,2.048,2,2.83,106,49,80,-451219656,1730088549,76,90.5,2.048,24,13-12-2019 01:50
26,30,23.5,1348.05,26,2.046,2,3.03,106,48,70,-451219443,1730088657,90,83.5,2.046,24,13-12-2019 01:50
26,25,21.5,1350.19,26,2.066,2,2.4,105,48,70,-451219274,1730088847,81,76.5,2.066,24,13-12-2019 01:50
26,18,19.5,1351.86,26,1.458,2,1.77,104,48,77,-451219197,1730089048,57,69,1.458,24,13-12-2019 01:50
26.2,10,17.5,1352.71,26.2,0.65,2,1.14,102,48,83.5,-451219189,1730089162,33,61.5,0.65,24,13-12-2019 01:50
27,3,15.5,1352.71,27,0,2,0.51,101,47,90,-451219209,1730089150,9,54,0,24,13-12-2019 01:50
27,0,14.5,1352.71,27,0,2,-0.02,101,47,92.5,-451219223,1730089122,0,51,0,25,13-12-2019 01:50
27,0,14.5,1352.71,27,0,2,-0.11,100,47,92.5,-451219223,1730089122,0,51,0,25,13-12-2019 01:50
27,0,14.5,1352.71,27,0,2,-0.2,100,47,92.5,-451219223,1730089122,0,51,0,25,13-12-2019 01:50
27,0,14.5,1352.71,27,0.779,2,-0.56,101,46,92.5,-451219223,1730089122,0,51,0.779,25,13-12-2019 01:50
27,0,14.5,1352.71,27,1.287,2,-0.65,102,46,92.5,-451219223,1730089122,0,51,1.287,25,13-12-2019 01:50
27,0,14.5,1353.75,27,2.063,2,-0.74,102,46,92.5,-451219323,1730089184,0,51,2.063,25,13-12-2019 01:51
27,0,14.5,1357.81,27,2.285,2,-0.83,102,46,92.5,-451219722,1730089363,0,51,2.285,25,13-12-2019 01:51
27,0,14.5,1360.61,27,2.912,2,-0.91,103,45,92.5,-451220018,1730089292,0,51,2.912,25,13-12-2019 01:51
26.8,0,14.5,1363.91,26.8,3.254,2,-1,103,45,92.5,-451220364,1730089193,0,51,3.254,25,13-12-2019 01:51
26,0,14.5,1367.52,26,3.511,2,-1.09,103,45,92.5,-451220744,1730089095,0,51,3.511,25,13-12-2019 01:51
26,0,14.5,1371.42,26,3.892,2,-1.18,103,45,92.5,-451221156,1730088995,0,51,3.892,25,13-12-2019 01:51
26,0,14.5,1375.69,26,4.254,2,-1.27,103,45,92.5,-451221609,1730088900,0,51,4.254,25,13-12-2019 01:51
26,0,14.5,1380.27,26,4.579,2,-1.36,102,45,92.5,-451222097,1730088826,0,51,4.579,25,13-12-2019 01:51
26,0,14.5,1385.14,26,4.882,2,-1.45,102,44,92.5,-451222618,1730088761,0,51,4.882,25,13-12-2019 01:51
26,0,14.5,1390.27,26,5.286,2,-1.54,102,44,92.5,-451223166,1730088688,14,51,5.286,25,13-12-2019 01:51
25.4,0,14.5,1395.91,25.4,5.798,2,-1.63,101,44,92.5,-451223769,1730088613,107,51,5.798,25,13-12-2019 01:51
25,23,14.5,1401.99,25,6.179,2,-1.72,100,44,92.5,-451224416,1730088493,141,51,6.179,25,13-12-2019 01:51
25,63,15,1408.4,25,6.445,2,-1.81,100,44,82.5,-451225099,1730088375,106,51,6.445,25,13-12-2019 01:51
25,77,16,1415.25,25,6.738,2,-1.9,99,44,61.5,-451225827,1730088243,105,52.5,6.738,25,13-12-2019 01:51
25,76,17.5,1422.27,25,6.978,2,-1.99,99,43,56,-451226572,1730088095,146,63.5,6.978,25,13-12-2019 01:51
25,75,18.5,1429.33,25,7.171,2,-2.08,99,47,59.5,-451227325,1730087977,119,67.5,7.171,25,13-12-2019 01:51
25,77,18.5,1436.74,25,7.379,2,-2.11,100,52,64.5,-451228116,1730087851,116,66,7.379,25,13-12-2019 01:51
25,79,16,1444.4,25,7.401,2,-1.68,100,52,64,-451228932,1730087711,110,58.5,7.401,25,13-12-2019 01:51
24,80,16.5,1451.84,24,7.373,2,-1.25,101,53,63.5,-451229725,1730087583,125,58.5,7.373,25,13-12-2019 01:51
24,80,15.5,1459.27,24,7.309,2,-0.82,102,52,67,-451230519,1730087473,144,59,7.309,25,13-12-2019 01:51
24,80,17.5,1466.81,24,7.318,2,-0.38,103,52,69.5,-451231321,1730087333,147,64,7.318,25,13-12-2019 01:51
24,80,18,1474.15,24,7.323,2,0,104,52,71.5,-451232102,1730087190,156,64.5,7.323,25,13-12-2019 01:51
24,80,17.5,1481.69,24,7.427,2,0,104,52,73.5,-451232900,1730087016,156,63.5,7.427,25,13-12-2019 01:51
24,79,17.5,1489.46,24,7.435,2,0,105,53,73.5,-451233718,1730086805,141,63.5,7.435,25,13-12-2019 01:51
24,79,17,1496.78,24,7.189,2,0,106,53,71,-451234493,1730086637,143,63.5,7.189,25,13-12-2019 01:51
24,78,17.5,1503.98,24,7.121,2,0,107,53,68.5,-451235259,1730086499,127,64,7.121,25,13-12-2019 01:51
24,77,17.5,1510.99,24,6.965,2,0,107,54,68.5,-451236005,1730086361,135,61.5,6.965,25,13-12-2019 01:51
24,77,17,1518.18,24,6.935,2,0,107,54,71,-451236769,1730086214,152,59.5,6.935,25,13-12-2019 01:51
24,76,17,1525.12,24,6.925,2,0,107,53,73.5,-451237504,1730086050,169,59.5,6.925,25,13-12-2019 01:51
24,76,17,1532.18,24,6.945,2,0,107,53,80.5,-451238249,1730085870,191,59.5,6.945,25,13-12-2019 01:51
24,76,19.5,1539.29,24,6.946,2,0,107,53,79,-451239002,1730085708,157,69,6.946,25,13-12-2019 01:51
24,76,20.5,1546.28,24,6.953,2,0,107,51,76,-451239749,1730085606,156,73.5,6.953,25,13-12-2019 01:51
24,76,20.5,1553.35,24,6.989,2,0,107,50,74.5,-451240507,1730085552,161,71,6.989,25,13-12-2019 01:51
24,76,20.5,1560.54,24,7.044,2,0,107,51,75.5,-451241280,1730085529,161,71,7.044,25,13-12-2019 01:51
24,76,20.5,1567.61,24,6.978,2,0,107,51,80,-451242040,1730085554,190,71,6.978,25,13-12-2019 01:51
24,76,21,1574.7,24,7.119,2,0,107,51,82,-451242800,1730085610,237,74.5,7.119,25,13-12-2019 01:51
24,76,22,1581.98,24,7.16,2,0,107,49,82.5,-451243577,1730085722,267,78,7.16,25,13-12-2019 01:51
24,78,22.5,1589.19,24,7.234,2,0,107,48,82.5,-451244343,1730085868,240,80,7.234,25,13-12-2019 01:51
24,79,24,1596.41,24,7.243,2,0,107,50,82.5,-451245107,1730086042,233,82,7.243,25,13-12-2019 01:51
24,79,22.5,1603.54,24,7.175,2,0,107,50,83.5,-451245851,1730086270,235,79.5,7.175,25,13-12-2019 01:51
24,79,22,1610.74,24,7.104,2,0,107,50,83.5,-451246590,1730086558,251,78.5,7.104,25,13-12-2019 01:51
24,79,22,1617.85,24,7.195,2,0,107,49,83.5,-451247292,1730086935,195,78.5,7.195,25,13-12-2019 01:51
24,79,21,1624.8,24,7.043,2,0,107,49,78,-451247942,1730087399,133,76.5,7.043,25,13-12-2019 01:51
24,79,19.5,1632.13,24,7.017,2,0,107,50,68.5,-451248620,1730087905,115,73.5,7.017,25,13-12-2019 01:51
24,78,14.5,1638.95,24,6.929,2,0,107,50,71.5,-451249253,1730088371,141,56,6.929,25,13-12-2019 01:51
24,77,15,1645.76,24,6.774,2,0,107,56,77,-451249874,1730088860,149,53.5,6.774,25,13-12-2019 01:51
24,76,16,1652.17,24,6.407,2,0,107,56,76.5,-451250445,1730089345,123,57,6.407,25,13-12-2019 01:51
24,76,18,1658.67,24,6.504,2,0,107,50,70,-451250992,1730089892,113,67.5,6.504,25,13-12-2019 01:51
24,76,18,1665.28,24,6.527,2,0,108,50,70,-451251551,1730090446,116,67.5,6.527,24,13-12-2019 01:51
24,75,18,1672.04,24,6.634,2,0,110,50,70,-451252125,1730091006,137,67.5,6.634,24,13-12-2019 01:51
24,75,17.5,1678.9,24,6.506,2,0,112,51,73,-451252710,1730091573,140,62.5,6.506,24,13-12-2019 01:51
24,76,17.5,1685.19,24,6.111,2,0,113,50,73.5,-451253261,1730092065,133,63,6.111,24,13-12-2019 01:51
24,76,17.5,1691.77,24,6.1,2,0,116,50,70.5,-451253822,1730092606,111,65.5,6.1,24,13-12-2019 01:51
24,76,16.5,1698.62,24,6.362,2,0,117,53,67,-451254380,1730093209,89,61.5,6.362,24,13-12-2019 01:51
24,77,17,1705.26,24,6.349,2,0,117,51,60.5,-451254948,1730093754,85,59,6.349,24,13-12-2019 01:51
24,77,13.5,1712.42,24,6.543,2,0,116,53,60,-451255541,1730094373,78,50.5,6.543,24,13-12-2019 01:51
24,77,12.5,1719.67,24,6.584,2,0,116,56,62,-451256143,1730094997,77,47.5,6.584,24,13-12-2019 01:51
24,73,12.5,1726.45,24,6.357,2,0,116,60,64.5,-451256727,1730095545,94,46.5,6.357,24,13-12-2019 01:51
24,70,12,1732.95,24,6.463,2,0,116,60,67.5,-451257304,1730096042,105,44,6.463,24,13-12-2019 01:51
24,71,14.5,1740.2,24,7.02,3,0,116,53,68,-451257942,1730096607,106,52.5,7.02,24,13-12-2019 01:51
24,71,17,1747.61,24,7.366,2,0,116,49,67,-451258586,1730097196,112,60.5,7.366,24,13-12-2019 01:52
24,72,17,1755.12,24,7.517,2,0,116,49,67.5,-451259236,1730097801,111,61.5,7.517,24,13-12-2019 01:52
24,73,17,1762.56,24,7.308,2,0,116,50,68.5,-451259887,1730098387,105,61,7.308,24,13-12-2019 01:52
24,74,16.5,1770.11,24,7.47,2,0,115,49,62,-451260554,1730098968,104,58.5,7.47,24,13-12-2019 01:52
24,75,16.5,1777.43,24,7.49,2,0,114,46,62,-451261213,1730099511,97,58.5,7.49,24,13-12-2019 01:52
24,75,15.5,1784.87,24,7.433,2,0,114,46,64.5,-451261890,1730100046,80,55,7.433,24,13-12-2019 01:52
24,75,15,1792.62,24,7.497,2,0,114,50,61,-451262576,1730100644,69,54.5,7.497,24,13-12-2019 01:52
24,75,15,1800.86,24,7.5,2,0,114,54,57,-451263292,1730101300,60,55,7.5,24,13-12-2019 01:52
24,75,15,1808.88,24,7.688,2,0,114,47,57,-451263983,1730101948,72,55,7.688,24,13-12-2019 01:52
24,75,15,1817.08,24,7.715,2,0,114,45,57,-451264678,1730102633,83,55,7.715,24,13-12-2019 01:52
24,75,14.5,1825.53,24,7.821,2,0,114,45,58,-451265407,1730103316,82,52.5,7.821,24,13-12-2019 01:52
24,75,14.5,1833.96,24,7.833,2,0,114,46,58,-451266137,1730103992,81,52,7.833,24,13-12-2019 01:52
23.6,76,14.5,1842.36,23.6,7.863,2,0,113,47,57,-451266856,1730104682,83,53.5,7.863,24,13-12-2019 01:52
23,76,14.5,1850.5,23,7.884,2,0,113,51,57,-451267533,1730105380,82,53.5,7.884,24,13-12-2019 01:52
23,77,14.5,1858.95,23,7.922,2,0,113,52,58.5,-451268211,1730106140,83,52,7.922,24,13-12-2019 01:52
23,77,14.5,1867.11,23,8.014,2,0,113,52,58.5,-451268865,1730106877,74,52,8.014,24,13-12-2019 01:52
23,78,15,1875.6,23,7.988,2,0,113,52,55.5,-451269553,1730107632,73,53.5,7.988,24,13-12-2019 01:52
23,78,14.5,1883.78,23,7.877,2,0,113,51,55.5,-451270249,1730108309,76,52.5,7.877,24,13-12-2019 01:52
23,79,13,1891.91,23,7.731,2,0,113,51,58.5,-451270946,1730108974,74,47.5,7.731,24,13-12-2019 01:52
23,79,13,1899.93,23,7.68,2,0,113,51,57,-451271635,1730109626,80,47.5,7.68,24,13-12-2019 01:52
23,79,13,1908,23,7.986,2,0,113,52,55.5,-451272305,1730110321,80,47,7.986,24,13-12-2019 01:52
23,79,13,1916.24,23,8.117,2,0,113,52,55.5,-451272981,1730111043,74,47,8.117,24,13-12-2019 01:52
23,79,14,1924.61,23,8.034,2,0,113,52,53.5,-451273659,1730111787,83,51.5,8.034,24,13-12-2019 01:52
23,79,14,1932.8,23,8.039,2,0,113,52,56.5,-451274317,1730112524,79,51.5,8.039,24,13-12-2019 01:52
22.6,79,14.5,1941.21,22.6,8.076,2,0,112,53,56,-451274994,1730113280,74,52,8.076,24,13-12-2019 01:52
22,79,14,1949.71,22,8.092,2,0,110,54,56,-451275680,1730114041,79,50.5,8.092,24,13-12-2019 01:52
22,79,13,1957.56,22,8.028,2,0,109,56,57.5,-451276320,1730114735,75,46.5,8.028,24,13-12-2019 01:52
22,79,13,1965.47,22,7.893,2,0,108,56,52.5,-451276973,1730115421,66,46.5,7.893,24,13-12-2019 01:52
22,78,14,1973.35,22,7.769,2,0,107,52,51.5,-451277633,1730116090,68,50,7.769,24,13-12-2019 01:52
22,77,14.5,1981.04,22,7.525,2,0,105,51,51.5,-451278291,1730116722,65,50,7.525,24,13-12-2019 01:52
22,76,14,1988.61,22,7.508,2,0,105,51,52.5,-451278945,1730117331,60,48.5,7.508,24,13-12-2019 01:52
22,75,14,1996.06,22,7.383,2,0,105,50,52.5,-451279593,1730117924,98,47.5,7.383,24,13-12-2019 01:52
22,73,15,2003.12,22,7.027,2,0,105,53,61,-451280206,1730118487,142,50,7.027,24,13-12-2019 01:52
22,73,18,2009.88,22,6.763,2,0,103,52,76,-451280814,1730118987,173,67.5,6.763,24,13-12-2019 01:52
22,73,22.5,2016.42,22,6.726,2,0,103,51,80.5,-451281418,1730119440,167,75.5,6.726,24,13-12-2019 01:52
22,73,23.5,2023.4,22,7.257,2,0,103,51,79.5,-451282034,1730119979,155,76.5,7.257,24,13-12-2019 01:52
22,73,22,2030.78,22,7.471,2,0,103,52,76,-451282680,1730120561,149,74,7.471,24,13-12-2019 01:52
22,73,22,2038.15,22,7.371,2,0,103,51,76,-451283302,1730121179,140,74,7.371,24,13-12-2019 01:52
22.4,73,20.5,2045.75,22.4,7.19,2,0,103,51,76.5,-451283916,1730121856,139,70.5,7.19,24,13-12-2019 01:52
23,73,20.5,2053.2,23,7.262,2,0,103,50,75.5,-451284485,1730122568,145,70.5,7.262,24,13-12-2019 01:52
23,73,21,2060.74,23,7.286,2,0,103,50,75,-451285033,1730123319,159,73,7.286,24,13-12-2019 01:52
23,73,21.5,2068.21,23,7.333,2,0,103,51,77,-451285563,1730124079,183,73.5,7.333,24,13-12-2019 01:52
23,73,22.5,2075.71,23,7.475,2,0,103,52,78,-451286066,1730124872,222,74.5,7.475,24,13-12-2019 01:52
23,73,21.5,2083.56,23,7.613,2,0,103,51,83.5,-451286546,1730125748,220,75.5,7.613,24,13-12-2019 01:52
23,73,23,2091.2,23,7.512,2,0,103,51,83.5,-451286977,1730126628,212,80,7.512,24,13-12-2019 01:52
23,74,24,2098.81,23,7.491,2,0,103,51,83,-451287344,1730127550,203,84,7.491,24,13-12-2019 01:52
23,74,24,2106.48,23,7.36,2,0,103,49,83.5,-451287669,1730128503,177,84,7.36,24,13-12-2019 01:52
23,74,24,2114.62,23,7.607,2,0,103,49,83.5,-451287964,1730129542,164,84,7.607,24,13-12-2019 01:52
23,74,24,2122.86,23,7.723,2,0,103,51,83.5,-451288235,1730130604,157,84,7.723,24,13-12-2019 01:52
23,74,23.5,2131.04,23,7.639,2,0,104,53,80.5,-451288489,1730131666,158,80.5,7.639,24,13-12-2019 01:52
23,73,22.5,2139.04,23,7.5,2,0,106,54,77,-451288716,1730132712,169,75,7.5,24,13-12-2019 01:52
23,73,20.5,2146.85,23,7.493,2,0,106,52,78,-451288891,1730133746,187,72,7.493,24,13-12-2019 01:52
23,73,21,2154.61,23,7.487,2,0,108,51,79.5,-451288987,1730134790,186,74.5,7.487,24,13-12-2019 01:52
23,73,21.5,2162.28,23,7.476,2,0,110,51,80.5,-451289021,1730135828,184,76,7.476,24,13-12-2019 01:52
23,73,21.5,2169.93,23,7.45,2,0,110,51,80.5,-451289025,1730136864,178,76,7.45,24,13-12-2019 01:52
23,73,22,2177.68,23,7.442,2,0,111,51,79.5,-451288973,1730137911,172,75.5,7.442,24,13-12-2019 01:52
23,73,23,2185.25,23,7.469,2,0,111,51,76.5,-451288865,1730138927,182,74.5,7.469,24,13-12-2019 01:52
23.8,73,22.5,2192.91,23.8,7.553,2,0,111,51,79,-451288674,1730139937,191,74.5,7.553,24,13-12-2019 01:52
24,73,23,2200.52,24,7.565,2,0,112,51,80.5,-451288440,1730140924,176,76.5,7.565,24,13-12-2019 01:52
24,74,23.5,2208.28,24,7.534,2,0,112,50,77.5,-451288147,1730141909,161,78.5,7.534,24,13-12-2019 01:52
24,74,23.5,2215.8,24,7.47,2,0,112,49,73,-451287818,1730142838,154,78.5,7.47,24,13-12-2019 01:53
24,73,23.5,2223.34,24,7.494,2,0,113,49,74,-451287456,1730143753,151,77,7.494,24,13-12-2019 01:53
24,73,23,2230.96,24,7.625,2,0,113,50,74.5,-451287084,1730144672,168,75,7.625,24,13-12-2019 01:53
24,73,22.5,2238.71,24,7.708,2,0,114,51,76,-451286704,1730145607,162,74,7.708,24,13-12-2019 01:53
24,73,22.5,2246.44,24,7.519,2,0,114,51,77.5,-451286316,1730146533,123,73.5,7.519,24,13-12-2019 01:53
24,73,22.5,2254.02,24,7.464,2,0,115,51,77,-451285931,1730147439,106,73.5,7.464,24,13-12-2019 01:53
25,73,22.5,2261.43,25,7.423,2,0,115,51,67,-451285564,1730148329,100,73.5,7.423,24,13-12-2019 01:53
25,72,19,2268.91,25,7.449,2,0,115,49,63,-451285163,1730149209,102,63.5,7.449,24,13-12-2019 01:53
25,72,16.5,2276.33,25,7.272,2,0,116,49,60.5,-451284743,1730150063,101,58,7.272,24,13-12-2019 01:53
25,71,15.5,2283.66,25,7.161,2,0,117,50,57.5,-451284329,1730150908,96,58.5,7.161,24,13-12-2019 01:53
25,71,15.5,2290.91,25,7.099,2,0,117,48,57.5,-451283939,1730151758,102,58.5,7.099,24,13-12-2019 01:53
25,71,16.5,2298.06,25,6.953,2,0,117,49,59.5,-451283580,1730152614,69,61.5,6.953,24,13-12-2019 01:53
25,71,17.5,2304.97,25,6.858,2,0,117,50,61,-451283287,1730153474,35,64,6.858,24,13-12-2019 01:53
25,56,18.5,2311.92,25,6.608,2,0,117,48,47.5,-451283065,1730154372,63,66,6.608,24,13-12-2019 01:53
25,31,18.5,2318.56,25,6.615,2,0,117,44,12,-451282894,1730155245,171,66,6.615,24,13-12-2019 01:53
25,59,18.5,2325.21,25,6.764,2,0,117,49,14.5,-451282643,1730156083,129,66,6.764,24,13-12-2019 01:53
25,63,21.5,2332.21,25,7.362,2,0,117,51,61.5,-451282233,1730156876,135,70.5,7.362,24,13-12-2019 01:53
25,66,21,2339.89,25,7.961,2,0,117,51,71,-451281735,1730157706,131,71,7.961,24,13-12-2019 01:53
25,69,20.5,2347.98,25,8.055,2,0,116,49,71.5,-451281268,1730158629,114,70.5,8.055,24,13-12-2019 01:53
25,74,20,2355.88,25,7.888,2,0,114,47,70.5,-451280877,1730159579,80,69.5,7.888,24,13-12-2019 01:53
25,76,15,2363.81,25,8.128,2,0,113,48,52,-451280492,1730160537,72,57,8.128,24,13-12-2019 01:53
24.2,78,14.5,2372.05,24.2,8.341,2,0,113,51,51,-451280075,1730161522,78,53.5,8.341,24,13-12-2019 01:53
24,80,13.5,2380.87,24,8.671,2,0,112,53,51.5,-451279625,1730162576,81,48.5,8.671,24,13-12-2019 01:53
24,83,12.5,2389.74,24,8.984,2,0,112,54,52.5,-451279194,1730163646,79,46,8.984,24,13-12-2019 01:53
24,65,12.5,2398.99,24,9.223,2,0,112,54,50,-451278780,1730164787,62,46.5,9.223,24,13-12-2019 01:53
23.6,43,12.5,2408.56,23.6,9.439,2,0,113,53,47,-451278405,1730165993,41,47,9.439,24,13-12-2019 01:53
23,21,13,2418.06,23,9.652,2,0,113,53,44,-451278118,1730167226,20,47.5,9.652,24,13-12-2019 01:53
23,0,13,2427.66,23,9.732,2,0,113,52,41.5,-451277938,1730168505,0,48,9.732,24,13-12-2019 01:53
22.8,0,13,2437.37,22.8,9.938,2,-0.06,112,52,41.5,-451277891,1730169817,0,48,9.938,24,13-12-2019 01:53
22,0,13,2447.68,22,10.025,2,-0.11,111,51,41.5,-451277989,1730171205,0,48,10.025,24,13-12-2019 01:53
22,0,13,2458.05,22,10.05,3,-0.16,110,51,41.5,-451278271,1730172561,0,48,10.05,24,13-12-2019 01:53
22,0,13,2468.42,22,10.043,3,-0.22,110,50,41.5,-451278702,1730173855,0,48,10.043,24,13-12-2019 01:53
21.2,0,13,2478.64,21.2,9.986,3,-0.27,110,50,41.5,-451279214,1730175080,0,48,9.986,24,13-12-2019 01:53
21,0,13,2488.56,21,9.846,3,-0.34,110,49,41.5,-451279785,1730176215,4,48,9.846,24,13-12-2019 01:53
21,4,12,2498.4,21,9.69,3,-0.56,110,49,42,-451280440,1730177258,23,45,9.69,24,13-12-2019 01:53
21,53,2,2508.33,21,9.628,3,-0.79,110,49,48.5,-451281187,1730178218,103,6.5,9.628,24,13-12-2019 01:53
21,84,11,2517.86,21,9.479,2,-1.02,110,51,55,-451281970,1730179049,101,39.5,9.479,24,13-12-2019 01:53
20.6,94,15,2527.11,20.6,9.275,2,-1.24,110,51,55.5,-451282793,1730179751,98,54.5,9.275,24,13-12-2019 01:53
20,92,14,2535.94,20,9.048,2,-1.47,110,50,54.5,-451283623,1730180327,102,50,9.048,24,13-12-2019 01:53
20,91,15,2544.88,20,8.87,2,-1.65,110,51,59.5,-451284504,1730180810,99,53,8.87,24,13-12-2019 01:53
20,89,15.5,2553.61,20,8.681,2,-1.32,110,54,61,-451285392,1730181190,110,52.5,8.681,24,13-12-2019 01:53
20,87,15.5,2562.12,20,8.509,2,-0.98,110,54,64,-451286280,1730181459,112,52.5,8.509,24,13-12-2019 01:53
20,85,15.5,2570.58,20,8.324,2,-0.65,110,53,65.5,-451287177,1730181654,117,52.5,8.324,24,13-12-2019 01:53
20,83,15.5,2578.65,20,7.972,2,-0.31,110,53,65.5,-451288035,1730181810,115,52.5,7.972,24,13-12-2019 01:53
20,81,15.5,2586.22,20,7.498,2,0,110,53,65.5,-451288846,1730181893,122,52.5,7.498,24,13-12-2019 01:53
20,80,15.5,2592.89,20,7.136,3,0,110,50,66,-451289562,1730181939,127,54.5,7.136,24,13-12-2019 01:53
20,80,16,2600.27,20,7.505,3,0,110,50,68,-451290354,1730181998,129,58.5,7.505,24,13-12-2019 01:53
20,78,17.5,2608.51,20,7.794,2,0,110,55,71.5,-451291237,1730182070,139,62.5,7.794,24,13-12-2019 01:53
20,77,17,2617.03,20,7.876,2,0,110,54,71.5,-451292150,1730182163,147,62.5,7.876,24,13-12-2019 01:53
20,76,16.5,2625.15,20,7.657,2,0,110,52,71,-451293019,1730182259,150,62.5,7.657,24,13-12-2019 01:53
20,76,17,2633.34,20,7.554,2,0,110,52,72,-451293893,1730182388,174,64,7.554,24,13-12-2019 01:53
20,75,18.5,2641.16,20,7.379,2,0,110,51,74.5,-451294730,1730182481,169,68,7.379,24,13-12-2019 01:53
20,75,20,2649.05,20,7.473,2,0,110,51,76.5,-451295574,1730182582,163,72,7.473,24,13-12-2019 01:53
20,75,20,2656.92,20,7.652,2,0,110,51,77.5,-451296412,1730182737,157,72,7.652,24,13-12-2019 01:53
20,75,19.5,2664.62,20,7.638,2,0,110,53,77,-451297231,1730182882,140,70,7.638,24,13-12-2019 01:53
20,76,20,2672.44,20,7.624,2,0,110,53,75,-451298062,1730183040,138,69.5,7.624,24,13-12-2019 01:53
20,76,19.5,2680.31,20,7.575,2,0,110,52,73.5,-451298898,1730183206,142,67.5,7.575,24,13-12-2019 01:53
20,76,19,2687.97,20,7.473,2,0,108,50,73.5,-451299709,1730183384,148,66,7.473,24,13-12-2019 01:53
20,76,18.5,2695.54,20,7.379,2,0,108,51,75,-451300506,1730183584,155,67.5,7.379,24,13-12-2019 01:53
20,75,18.5,2703.02,20,7.404,2,0,108,51,78,-451301284,1730183842,152,68,7.404,24,13-12-2019 01:53
20,75,19,2710.52,20,7.455,2,0,108,52,78,-451302058,1730184120,147,69.5,7.455,24,13-12-2019 01:54
20,74,20,2718.61,20,7.637,2,0,108,52,76.5,-451302875,1730184497,186,71.5,7.637,24,13-12-2019 01:54
20,74,20,2726.5,20,7.676,2,0,108,52,84,-451303660,1730184898,181,70.5,7.676,24,13-12-2019 01:54
20,75,22.5,2733.99,20,7.392,2,0,108,52,82,-451304376,1730185361,170,76.5,7.392,24,13-12-2019 01:54
20,74,20.5,2741.53,20,7.542,2,0,108,49,80,-451305087,1730185852,174,74,7.542,24,13-12-2019 01:54
20,74,21,2749.18,20,7.604,2,0,108,50,80.5,-451305785,1730186400,171,74.5,7.604,24,13-12-2019 01:54
20,74,21.5,2756.81,20,7.552,2,0,108,50,81,-451306449,1730187006,147,75,7.552,24,13-12-2019 01:54
20,74,20.5,2764.42,20,7.399,2,0,108,48,79,-451307092,1730187643,131,72.5,7.399,24,13-12-2019 01:54
20,74,18.5,2771.69,20,7.336,2,0,108,48,73,-451307712,1730188243,132,65,7.336,24,13-12-2019 01:54
20,74,18,2779,20,7.184,2,0,108,52,73.5,-451308322,1730188867,132,63.5,7.184,23,13-12-2019 01:54
