personId,date,exercise_activeDuration_in_ms,exercise_steps,exercise_calories,exercise_elevationGain,exercise_averageHeartRate,sleep_duration_in_ms,sleep_minutesAsleep,sleep_minutesAwake,sleep_efficiency
p07,2020-02-23,4577000,11210.0,773,13.72,120.5,25440000,374,50,96.0
p07,2020-02-24,3030000,8343.0,593,37.8,150.0,33660000,482,79,96.0
p07,2020-02-25,2676000,6501.0,560,53.04,159.0,30420000,448,59,95.0
p07,2020-02-26,4034000,10201.0,661,2.13,129.0,30180000,432,71,92.0
p07,2020-02-27,2561000,6309.0,492,27.74,150.0,39300000,508,147,87.0
p07,2020-02-28,4988000,11580.0,769,26.21,119.5,31560000,454,72,94.0
p07,2020-02-29,4359000,5877.0,596,1.83,121.67,33480000,466,92,93.0
p07,2020-03-01,4403000,6712.0,497,3.05,98.0,11460000,162,29,91.0
p07,2020-03-03,1024000,1513.0,123,15.24,103.0,31020000,462,55,96.0
p07,2020-03-04,6600000,5205.0,765,784.56,87.0,60240000,888,116,97.0
p07,2020-03-05,1882000,1684.0,158,1.83,95.0,28440000,436,38,97.0
p07,2020-03-07,1536000,1629.0,145,27.23,100.0,25620000,366,61,94.0
p07,2020-03-08,16497000,9544.0,1538,1384.1,91.0,15360000,225,31,95.0
p07,2020-03-11,3445000,8937.0,640,6.71,144.0,32220000,452,85,96.0
p07,2020-03-12,3038000,8159.0,513,2.74,132.0,33900000,512,53,98.0
p07,2020-03-13,3174000,4506.0,498,0.0,102.0,22140000,309,60,95.0
p07,2020-03-14,3139000,7873.0,557,154.23,139.0,31800000,464,66,95.0
p07,2020-03-16,3678000,9563.0,710,169.77,150.0,33060000,484,67,98.0
p07,2020-03-17,4567000,11498.0,908,167.03,138.0,30840000,467,47,95.0
p07,2020-03-18,3931000,10706.0,750,445.31,146.0,34260000,502,69,91.5
p07,2020-03-19,3840000,2749.0,447,0.0,105.0,30420000,427,80,94.0
p07,2020-03-20,2479000,6715.0,551,296.88,171.0,30720000,450,62,96.0
p07,2020-03-21,4225000,11639.0,906,160.02,163.0,32280000,476,62,95.0
p07,2020-03-23,4226000,9983.0,849,102.72,155.0,33840000,503,61,96.0
p07,2020-03-24,14098000,13495.0,1354,220.37,112.0,33060000,485,66,97.0
p07,2020-03-26,3369000,8893.0,625,125.27,146.0,29220000,414,73,92.0
p07,2020-03-30,1587000,1513.0,147,5.03,94.0,35460000,521,70,96.0
p08,2019-11-12,7561000,16511.0,1848,84.53,150.75,29100000,409,76,91.0
p08,2019-11-13,1639000,2930.0,254,57.91,96.0,29040000,423,61,93.0
p08,2019-11-14,5026000,10115.0,1159,27.43,127.5,27960000,402,64,94.0
p08,2019-11-15,8384000,6619.0,1184,101.75,109.67,30000000,420,80,90.0
p08,2019-11-16,3278000,5603.0,487,94.49,95.0,37200000,516,104,91.0
p08,2019-11-17,6249000,15795.0,1340,99.36,133.0,33180000,491,62,90.0
p08,2019-11-18,3030000,7756.0,780,1.83,157.0,30180000,431,72,92.0
p08,2019-11-19,4445000,8750.0,844,29.57,117.5,29340000,416,73,88.0
p08,2019-11-20,5544000,9861.0,1005,160.63,120.6,29340000,423,66,90.0
p08,2019-11-21,3451000,7963.0,874,79.55,155.5,29700000,437,58,91.0
p08,2019-11-22,6293000,4952.0,842,26.52,97.33,29520000,417,75,95.0
p08,2019-11-23,6450000,11543.0,1085,87.78,120.5,38640000,567,77,94.0
p08,2019-11-24,4762000,12307.0,1103,76.2,146.0,21960000,324,42,94.0
p08,2019-11-25,4900000,9904.0,938,12.19,123.0,29820000,428,69,95.0
p08,2019-11-26,4255000,9004.0,1001,12.19,148.0,29160000,433,53,94.0
p08,2019-11-27,2915000,5330.0,471,108.81,123.33,30720000,449,63,93.0
p08,2019-11-28,8476000,11888.0,1447,110.95,108.5,29940000,442,57,90.0
p08,2019-11-29,5598000,6225.0,832,27.13,109.33,27000000,383,67,96.0
p08,2019-11-30,8140000,13596.0,1418,115.21,117.4,33060000,499,52,94.0
p08,2019-12-01,10233000,22467.0,2001,99.06,115.5,30540000,449,60,93.0
p08,2019-12-02,7334000,15016.0,1401,185.01,120.0,28980000,411,72,94.0
p08,2019-12-03,5999000,11356.0,1189,110.95,120.67,30300000,417,88,95.0
p08,2019-12-04,6281000,12509.0,1269,165.81,127.17,28560000,400,76,95.0
p08,2019-12-05,2798000,5496.0,530,76.51,125.5,30840000,447,67,95.0
p08,2019-12-06,6428000,5494.0,969,44.2,106.0,30540000,440,69,93.0
p08,2019-12-07,4250000,5635.0,712,0.0,118.67,24720000,366,46,95.0
p08,2019-12-08,8456000,21641.0,2066,181.05,131.5,34680000,502,76,93.0
p08,2019-12-09,1536000,3616.0,301,26.82,126.0,29940000,424,75,91.0
p08,2019-12-10,4454000,10010.0,1032,93.57,148.0,47400000,694,96,93.0
p08,2019-12-11,7524000,8775.0,1218,24.69,123.0,35760000,516,80,92.0
p08,2019-12-12,2373000,5788.0,640,7.01,164.0,29160000,427,59,94.0
p08,2019-12-18,3070000,8010.0,719,1.22,145.0,28680000,410,68,96.0
p08,2019-12-19,8346000,8164.0,1110,3.05,102.33,28920000,404,78,92.0
p08,2019-12-20,973000,1661.0,138,3.05,96.0,31620000,430,97,82.0
p08,2019-12-21,10621000,18366.0,1818,161.24,115.33,29460000,433,58,96.0
p08,2019-12-22,3629000,8613.0,765,57.3,123.5,36000000,508,91,88.5
p08,2019-12-23,4906000,11956.0,1317,42.06,162.0,35040000,518,66,94.0
p08,2019-12-24,922000,0.0,112,0.0,,25740000,359,70,91.0
p08,2019-12-27,4106000,9671.0,930,70.1,127.0,37560000,523,103,95.0
p08,2019-12-29,3908000,8942.0,1011,53.34,162.0,35460000,514,77,92.0
p08,2019-12-30,3368000,8837.0,750,74.07,134.0,36240000,524,80,96.0
p08,2019-12-31,3235000,5756.0,664,52.12,134.5,33780000,495,68,96.0
p08,2020-01-01,9559000,15474.0,1561,78.03,118.33,27180000,390,63,89.5
p08,2020-01-02,4054000,8687.0,854,148.44,126.0,29940000,448,51,95.0
p08,2020-01-04,5406000,14715.0,1647,119.18,180.0,32280000,426,112,92.0
p08,2020-01-05,5011000,8997.0,822,80.16,121.0,29040000,430,54,96.0
p08,2020-01-06,3776000,6601.0,677,123.14,127.5,27900000,399,66,91.0
p08,2020-01-07,3745000,9501.0,849,72.54,140.0,27960000,390,76,95.0
p08,2020-01-08,5328000,1829.0,819,20.42,118.0,29400000,413,77,93.0
p08,2020-01-09,3689000,6891.0,796,50.6,138.0,60120000,888,114,96.0
p08,2020-01-10,7587000,15246.0,1675,126.8,139.5,31920000,466,66,94.0
p08,2020-01-11,3353000,711.0,420,24.38,110.0,35220000,480,107,97.0
p08,2020-01-18,3789000,5543.0,695,0.0,120.0,41760000,621,75,94.0
p08,2020-01-19,4199000,6723.0,572,48.77,89.0,36480000,534,74,95.5
p08,2020-01-21,10885000,11535.0,1563,121.62,122.0,30000000,447,53,92.0
p08,2020-01-23,3346000,6375.0,610,173.43,119.33,29580000,431,62,97.0
p08,2020-01-26,4352000,6949.0,734,0.0,113.5,25440000,378,46,94.0
p08,2020-01-27,1382000,1060.0,177,0.0,100.0,25920000,386,46,91.0
p08,2020-01-29,5531000,3600.0,858,0.0,117.5,28080000,405,63,92.0
p08,2020-01-31,3519000,8796.0,776,102.11,139.0,32160000,467,69,93.0
p08,2020-02-01,5166000,9394.0,938,90.83,137.67,34140000,495,74,96.0
p08,2020-02-02,4423000,10646.0,994,97.23,141.67,38100000,565,70,95.0
p08,2020-02-03,7099000,12231.0,1323,97.84,120.5,29040000,421,63,98.0
p08,2020-02-04,6356000,11215.0,1126,108.81,124.25,28800000,415,65,95.0
p08,2020-02-05,1280000,1500.0,228,0.0,107.0,30720000,434,78,97.0
p08,2020-02-06,7525000,12444.0,1246,182.27,116.25,30000000,427,73,98.0
p08,2020-02-07,9356000,15153.0,1622,425.55,110.2,31620000,462,65,92.0
p08,2020-02-08,7708000,12388.0,1432,85.34,127.0,72720000,1070,142,94.0
p08,2020-02-09,12311000,24082.0,2376,174.96,100.2,31680000,468,60,96.0
p08,2020-02-10,3607000,8245.0,830,34.75,147.0,28860000,418,63,93.0
p08,2020-02-11,4670000,8447.0,824,87.48,128.25,31200000,461,59,90.0
p08,2020-02-12,5317000,11972.0,1266,93.88,150.67,30360000,431,75,93.0
p08,2020-02-13,2529000,6597.0,584,56.69,143.0,27900000,416,49,96.0
p08,2020-02-14,5951000,9132.0,1148,92.76,123.67,27120000,395,57,92.0
p08,2020-02-15,4002000,10067.0,868,153.92,139.0,32460000,487,54,98.0
p08,2020-02-16,7674000,12154.0,1306,1.22,99.5,32400000,479,61,95.0
p08,2020-02-17,9302000,11214.0,1254,38.71,110.0,28860000,420,61,94.0
p08,2020-02-18,5212000,9509.0,963,266.4,123.0,30600000,454,56,93.0
p08,2020-02-20,3821000,9492.0,841,4.88,136.5,29100000,416,69,96.0
p08,2020-02-21,11024000,19350.0,1967,185.93,121.0,23580000,358,35,96.0
p08,2020-02-23,14733000,23554.0,2432,92.66,122.25,35520000,522,70,98.0
p08,2020-02-24,3410000,7481.0,809,7.01,152.0,29820000,440,57,91.0
p08,2020-02-25,10159000,18827.0,1921,246.28,120.25,30780000,446,67,95.0
p08,2020-02-26,4910000,10995.0,996,24.99,119.5,19560000,297,29,97.0
p08,2020-02-27,8190000,10122.0,1241,59.44,115.0,29400000,423,67,92.0
p08,2020-02-28,9525000,13731.0,1571,365.76,112.5,30180000,449,54,95.0
p08,2020-02-29,4404000,7036.0,762,0.0,118.0,36600000,549,61,97.0
p08,2020-03-01,9091000,3080.0,1191,0.0,113.0,36360000,517,89,95.0
p08,2020-03-02,2835000,5185.0,569,1.52,132.0,28440000,407,67,94.0
p08,2020-03-03,3203000,6454.0,664,85.34,135.33,28200000,400,70,90.0
p08,2020-03-04,4175000,9721.0,892,7.92,137.0,30180000,436,67,94.0
p08,2020-03-05,4667000,7829.0,833,97.84,119.33,31800000,448,82,95.0
p08,2020-03-06,3414000,6026.0,584,99.06,113.0,29220000,431,56,96.0
p08,2020-03-07,6094000,9768.0,1062,0.0,118.0,30720000,438,74,92.0
p08,2020-03-08,18272000,13411.0,2699,661.72,122.5,29100000,436,49,96.0
p08,2020-03-09,2406000,4085.0,372,6.1,108.0,60480000,816,192,94.0
p08,2020-03-10,5312000,8130.0,968,10.36,117.0,32460000,467,74,95.0
p08,2020-03-11,1332000,2359.0,179,9.14,97.0,36000000,513,87,94.0
p08,2020-03-12,5296000,11371.0,1053,239.27,116.0,31380000,453,70,93.0
p08,2020-03-13,3739000,7223.0,841,12.19,145.0,34200000,497,73,94.0
p08,2020-03-15,6529000,14464.0,1248,192.33,116.5,37380000,522,101,97.0
p08,2020-03-16,3167000,6436.0,675,10.06,137.0,29520000,424,68,96.0
p08,2020-03-17,5290000,13435.0,1127,439.22,130.0,29040000,425,59,96.0
p08,2020-03-18,3485000,9026.0,797,63.09,142.0,29160000,416,70,94.0
p08,2020-03-19,5667000,14529.0,1176,524.56,128.0,31920000,469,63,95.0
p08,2020-03-20,3747000,9379.0,819,2.74,135.0,32220000,462,75,95.0
p08,2020-03-22,4784000,12640.0,1147,274.32,146.0,36780000,511,102,95.0
p08,2020-03-23,2509000,3991.0,340,103.63,95.0,30480000,443,65,95.0
p08,2020-03-24,5939000,11171.0,1253,69.8,136.0,27840000,391,73,96.0
p08,2020-03-25,13840000,8560.0,1413,17.37,109.5,31800000,453,77,95.0
p08,2020-03-26,3811000,10036.0,899,92.66,143.0,28920000,430,52,96.0
p08,2020-03-27,6762000,8198.0,1486,13.11,142.0,29940000,430,69,92.0
p08,2020-03-28,6573000,17606.0,1619,149.66,148.0,37620000,547,80,96.0
p08,2020-03-29,6406000,2243.0,1391,25.3,144.0,38220000,510,67,0.0
p08,2020-03-30,7083000,18316.0,1669,610.51,146.0,27660000,392,69,95.0
p08,2020-03-31,7728000,3869.0,1230,57.61,110.5,29760000,451,45,97.0
p09,2019-11-03,5260000,5555.0,575,0.0,96.0,25800000,373,57,96.0
p09,2019-11-13,973000,1419.0,137,15.24,101.0,70320000,1008,164,93.0
p09,2019-11-15,1946000,3082.0,310,18.29,109.0,32340000,518,18,97.0
p09,2019-11-23,1895000,2446.0,240,12.19,102.0,34860000,493,88,93.0
p09,2019-11-29,1946000,3301.0,310,30.48,109.0,35640000,490,104,95.0
p09,2019-12-02,1024000,1189.0,121,12.19,98.0,28800000,386,94,97.0
p09,2019-12-03,2298000,5528.0,540,2.13,144.0,23520000,318,74,95.0
p09,2019-12-15,2304000,3203.0,322,12.19,107.0,33840000,507,57,96.0
p09,2019-12-16,1024000,1322.0,124,0.0,97.0,39180000,557,96,91.0
p09,2019-12-18,1024000,1478.0,126,0.0,102.0,19080000,263,55,94.0
p09,2019-12-21,2048000,2969.0,289,36.58,107.5,21420000,321,36,97.0
p09,2019-12-22,1024000,1442.0,149,15.24,112.0,24300000,350,55,93.0
p09,2019-12-23,5069000,5764.0,572,36.58,97.0,21600000,325,0,100.0
p09,2020-01-05,1741000,2431.0,213,9.14,98.0,33240000,484,70,93.0
p09,2020-01-07,2108000,5115.0,565,1.22,166.0,25380000,346,77,93.0
p09,2020-01-08,2100000,2736.0,259,12.19,103.0,30600000,455,55,96.0
p09,2020-01-11,972000,1199.0,147,12.19,118.0,25380000,352,71,91.0
p09,2020-01-18,1536000,2043.0,200,0.0,101.0,35700000,502,93,94.0
p09,2020-01-19,16076000,23037.0,2294,73.15,112.4,16740000,236,43,90.0
p09,2020-01-26,4813000,6346.0,628,51.82,104.5,27780000,391,72,93.0
p09,2020-02-01,5888000,8911.0,861,76.2,106.75,26100000,346,89,93.0
p09,2020-02-02,1741000,3013.0,328,0.0,125.0,27420000,387,70,93.0
p09,2020-02-23,2918000,4269.0,398,9.14,102.0,21300000,302,53,92.0
p09,2020-03-04,1536000,1766.0,179,3.05,100.0,34080000,470,98,93.0
p09,2020-03-07,4301000,6375.0,752,0.0,124.5,35640000,516,78,93.0
p09,2020-03-08,2047000,3185.0,285,18.29,109.5,26340000,384,55,89.0
p09,2020-03-13,922000,888.0,108,6.1,100.0,36000000,494,106,84.0
p09,2020-03-20,8243000,13776.0,1247,210.31,107.0,35100000,511,74,96.0
p09,2020-03-26,2611000,3998.0,367,39.62,104.0,36720000,500,112,94.0
p10,2019-11-08,1075000,1484.0,120,33.53,117.0,34680000,512,66,93.0
p10,2019-11-09,2161000,3092.0,222,21.64,126.5,30900000,465,50,95.0
p10,2019-11-10,3140000,7220.0,484,64.92,144.0,32820000,466,81,88.0
p10,2019-11-11,1076000,1424.0,92,18.29,101.0,32040000,457,77,86.0
p10,2019-11-12,690000,1852.0,114,0.0,158.0,29280000,426,62,92.0
p10,2019-11-13,2458000,2824.0,199,36.58,104.5,27420000,412,45,95.0
p10,2019-11-15,1178000,1683.0,137,6.1,116.0,24540000,360,49,93.0
p10,2019-11-16,2765000,2998.0,206,15.24,95.0,35160000,516,70,91.0
p10,2019-11-17,1076000,1027.0,98,0.0,116.0,30960000,456,60,91.0
p10,2019-11-18,1537000,1931.0,140,24.38,109.0,26400000,396,44,94.0
p10,2019-11-19,1751000,2536.0,180,24.38,132.5,34620000,505,72,93.0
p10,2019-11-22,3840000,5110.0,382,55.47,121.33,26880000,392,56,93.0
p10,2019-11-23,1056000,2892.0,212,0.0,174.0,28320000,417,55,93.0
p10,2019-11-24,1690000,2415.0,160,27.43,110.0,37560000,553,73,93.0
p10,2019-11-25,1792000,2049.0,167,27.43,113.0,26040000,354,80,87.0
p10,2019-11-26,1500000,2332.0,153,31.09,127.5,26880000,403,45,91.0
p10,2019-11-28,2253000,2835.0,198,45.72,107.0,28020000,414,53,93.0
p10,2019-11-29,3175000,3705.0,260,60.96,104.0,30900000,456,59,90.0
p10,2019-12-02,1178000,1494.0,105,30.48,104.0,29760000,437,59,95.0
p10,2019-12-03,1791000,3269.0,227,24.38,133.0,27300000,411,44,94.0
p10,2019-12-04,2816000,4142.0,283,73.15,109.5,27540000,387,72,91.0
p10,2019-12-05,2202000,2690.0,182,39.62,108.0,66360000,996,110,92.0
p10,2019-12-07,1639000,2355.0,140,9.14,102.0,41460000,617,74,95.0
p10,2019-12-08,4268000,7752.0,538,38.71,125.33,30720000,454,58,91.0
p10,2019-12-10,2152000,4912.0,351,19.81,150.0,31620000,469,58,90.0
p10,2019-12-13,8755000,10310.0,701,33.53,100.33,33000000,483,67,86.0
p10,2019-12-14,6606000,9143.0,595,12.19,105.33,35040000,497,87,87.0
p10,2019-12-15,1024000,1137.0,82,12.19,106.0,31920000,479,53,92.0
p10,2019-12-17,1793000,2695.0,168,33.53,105.0,31620000,465,62,86.0
p10,2019-12-19,4455000,5411.0,365,60.96,105.0,29340000,438,51,91.0
p10,2019-12-20,1792000,1878.0,143,3.05,108.0,34560000,513,57,92.0
p10,2019-12-21,1946000,1602.0,129,0.0,99.0,31620000,452,75,90.0
p10,2019-12-22,4660000,5599.0,369,21.34,104.0,32520000,471,71,89.0
p10,2019-12-24,2918000,2840.0,214,30.48,103.0,35280000,534,54,94.0
p10,2019-12-28,1997000,0.0,141,0.0,106.0,32040000,460,74,85.0
p10,2019-12-30,1331000,2141.0,134,60.96,109.0,38100000,561,74,88.0
p10,2019-12-31,3687000,0.0,178,0.0,,38700000,589,56,92.0
p10,2020-01-02,2253000,3988.0,249,112.78,118.0,35400000,530,60,93.0
p10,2020-01-07,1741000,2302.0,151,6.1,106.0,26460000,386,55,90.0
p10,2020-01-08,1127000,1354.0,89,23.32,100.0,25740000,383,46,95.0
p10,2020-01-11,4199000,6195.0,385,6.1,107.0,30660000,452,59,89.0
p10,2020-01-13,2540000,4872.0,334,21.64,135.5,26940000,410,39,96.0
p10,2020-01-14,2612000,3477.0,246,57.61,107.0,32640000,492,52,91.0
p10,2020-01-16,2476000,4776.0,309,18.44,129.5,28380000,423,50,97.0
p10,2020-01-17,1229000,1319.0,100,9.14,107.0,30480000,460,48,93.0
p10,2020-01-18,1331000,1688.0,128,6.2,114.0,33000000,489,61,91.5
p10,2020-01-21,3991000,6667.0,424,93.78,119.75,29280000,434,54,92.0
p10,2020-01-22,3585000,4275.0,291,33.53,96.5,31680000,462,66,90.0
p10,2020-01-23,3328000,5766.0,334,27.43,108.0,28980000,419,64,90.0
p10,2020-01-24,1742000,2736.0,190,21.34,116.0,29160000,429,57,91.0
p10,2020-01-25,5786000,8057.0,508,128.02,106.0,33120000,480,72,88.0
p10,2020-01-26,7066000,11613.0,712,94.49,113.5,29280000,428,60,90.0
p10,2020-01-29,1383000,1563.0,113,9.14,101.0,28800000,396,84,92.0
p10,2020-01-30,4967000,6583.0,446,39.62,107.5,30120000,443,59,92.0
p10,2020-01-31,2663000,3318.0,239,30.48,109.0,24360000,369,37,95.0
p10,2020-02-01,10088000,15754.0,1005,213.36,111.0,31980000,486,47,91.0
p10,2020-02-02,5735000,9869.0,622,124.56,114.33,32580000,497,46,93.0
p10,2020-02-03,1228000,1461.0,98,9.14,106.0,47520000,672,120,86.0
p10,2020-02-04,1127000,1348.0,108,12.19,118.0,32340000,486,53,95.0
p10,2020-02-05,2766000,3758.0,262,48.87,110.5,29820000,441,56,93.0
p10,2020-02-07,1229000,2426.0,166,17.63,133.0,32460000,481,60,94.0
p10,2020-02-09,5743000,4820.0,443,94.79,112.5,29820000,453,44,92.0
p10,2020-02-10,1075000,1882.0,108,6.1,117.0,25620000,375,52,89.0
p10,2020-02-13,3175000,5600.0,387,79.25,123.0,27720000,427,35,94.0
p10,2020-02-14,2151000,3771.0,226,51.82,115.0,20100000,293,42,87.0
p10,2020-02-16,3789000,5216.0,361,39.62,113.0,35520000,537,55,93.0
p10,2020-02-17,3687000,6096.0,381,51.82,112.0,30060000,425,76,91.0
p10,2020-02-18,4324000,8311.0,529,70.41,127.0,34020000,505,62,89.0
p10,2020-02-19,5325000,9574.0,687,48.56,125.0,31200000,463,57,91.0
p10,2020-02-20,1977000,4549.0,279,44.5,134.0,33060000,493,58,91.0
p10,2020-02-21,6196000,10495.0,671,213.36,114.0,22740000,319,60,95.0
p10,2020-02-22,6913000,11469.0,741,134.11,126.0,32400000,487,53,94.0
p10,2020-02-25,1997000,2972.0,191,36.58,108.0,29100000,453,32,94.0
p11,2019-11-16,2202000,2721.0,229,3.05,117.0,33420000,497,60,97.0
p11,2019-11-18,2635000,5219.0,442,5.18,154.0,25920000,373,59,98.0
p11,2019-11-19,5467000,4064.0,594,67.06,120.33,26160000,381,55,98.0
p11,2019-11-20,5400000,2891.0,377,0.0,119.0,25020000,382,35,96.0
p11,2019-11-22,1690000,2305.0,140,18.29,99.0,25080000,363,55,94.0
p11,2019-11-24,3833000,8184.0,706,2.13,164.0,34500000,503,72,99.0
p11,2019-11-25,1536000,2608.0,151,3.05,109.0,24720000,376,36,96.0
p11,2019-11-26,5929000,5995.0,678,32.92,132.25,30660000,464,47,97.0
p11,2019-11-27,2458000,3526.0,225,18.29,107.5,25560000,385,41,96.0
p11,2019-11-28,4499000,8570.0,582,31.7,125.33,25500000,391,34,97.0
p11,2019-11-29,1690000,2980.0,177,9.14,113.0,26280000,383,55,99.0
p11,2019-11-30,973000,1262.0,86,6.1,104.0,36240000,539,65,98.0
p11,2019-12-02,4653000,8234.0,618,57.3,128.33,25500000,373,52,95.0
p11,2019-12-03,4779000,8595.0,625,54.25,129.67,26700000,392,53,99.0
p11,2019-12-04,4067000,7676.0,594,47.24,140.5,28380000,424,48,92.5
p11,2019-12-07,2406000,3207.0,230,54.86,110.0,35160000,505,81,97.0
p11,2019-12-08,1024000,1251.0,90,18.29,106.0,33540000,493,66,94.0
p11,2019-12-09,2736000,275.0,162,0.0,118.0,29160000,409,77,95.0
p11,2019-12-14,5786000,8317.0,643,76.2,127.0,17580000,260,33,97.0
p11,2019-12-15,1024000,1466.0,100,6.1,110.0,25200000,388,32,96.0
p11,2019-12-17,2912000,5124.0,409,10.36,129.5,26880000,391,57,90.0
p11,2019-12-18,1178000,1395.0,97,12.19,101.0,25860000,379,52,98.0
p11,2019-12-23,1332000,1504.0,103,12.19,100.0,26820000,391,56,97.0
p11,2019-12-24,1280000,2088.0,139,27.43,114.0,28800000,423,57,98.0
p11,2019-12-26,3175000,5576.0,365,109.73,114.0,28440000,439,35,99.0
p11,2019-12-29,4404000,7358.0,563,121.92,123.0,28680000,442,36,100.0
p11,2020-01-02,5428000,6544.0,449,51.82,102.67,30000000,452,48,98.0
p11,2020-01-04,1127000,1648.0,112,30.48,109.0,28200000,421,49,92.0
p11,2020-01-06,2781000,4920.0,358,9.45,121.5,28260000,428,43,98.0
p11,2020-01-09,1638000,3309.0,305,6.1,170.0,59640000,884,110,97.0
p11,2020-01-10,1076000,1287.0,106,15.24,118.0,29760000,465,31,98.0
p11,2020-01-13,2294000,4661.0,357,55.47,143.5,25680000,374,54,95.0
p11,2020-01-14,2816000,4713.0,308,60.96,113.0,28500000,433,42,97.0
p11,2020-01-15,2919000,4762.0,320,51.82,117.5,28680000,429,49,94.0
p11,2020-01-16,1887000,3619.0,291,26.82,146.5,27360000,405,51,93.0
p11,2020-01-17,2988000,5598.0,468,6.71,142.5,28740000,432,47,99.0
p11,2020-01-19,2766000,4056.0,264,45.72,107.0,36060000,539,62,97.0
p11,2020-01-20,921000,1584.0,99,9.14,117.0,25140000,379,40,95.0
p11,2020-01-21,3000000,3590.0,568,7.62,169.0,28920000,444,38,96.0
p11,2020-01-22,1690000,3002.0,201,30.48,125.0,31680000,475,53,96.0
p11,2020-01-25,19800000,5883.0,2069,21.34,102.0,26580000,401,42,92.0
p11,2020-01-26,10031000,11884.0,1004,0.0,108.5,30060000,441,60,96.0
p11,2020-01-29,922000,1273.0,88,6.1,109.0,29220000,427,60,97.0
p11,2020-01-30,3379000,6428.0,364,12.19,117.0,28800000,425,55,96.0
p11,2020-02-02,3124000,5269.0,297,21.34,104.0,27360000,409,47,96.0
p11,2020-02-04,4088000,6081.0,608,62.48,145.0,36360000,540,66,97.0
p11,2020-02-08,4500000,4270.0,708,9.45,137.5,52680000,784,94,96.0
p11,2020-02-10,4350000,3695.0,718,10.67,141.5,29040000,422,62,95.0
p11,2020-02-12,4500000,407.0,337,0.0,94.0,23820000,360,37,96.0
p11,2020-02-13,2766000,1073.0,323,0.0,151.0,30360000,441,65,98.0
p11,2020-02-17,4728000,3456.0,732,28.04,139.0,31560000,457,69,96.0
p11,2020-02-18,922000,1518.0,109,18.29,120.0,31500000,478,47,97.0
p11,2020-02-20,3600000,2255.0,614,2.74,160.0,24540000,375,34,97.0
p11,2020-02-21,2044000,4713.0,408,8.53,171.0,25980000,369,64,94.0
p11,2020-02-23,3441000,1103.0,425,0.0,169.0,32280000,482,56,94.0
p11,2020-02-24,2502000,1675.0,320,0.61,137.0,28080000,416,52,96.0
p11,2020-02-25,1485000,1770.0,121,12.19,106.0,30180000,437,66,95.0
p11,2020-03-01,4589000,4550.0,683,28.96,133.0,27300000,407,48,96.0
p11,2020-03-11,3892000,7053.0,468,73.15,124.5,28500000,405,70,97.0
p11,2020-03-13,1587000,2047.0,163,21.34,117.0,30000000,452,48,99.0
p12,2019-11-07,480000,151.0,45,0.0,108.0,4380000,70,3,96.0
p12,2019-11-15,1484000,1854.0,162,9.14,103.0,21180000,348,5,99.0
p12,2019-11-24,1331000,2289.0,159,15.24,92.0,23700000,390,5,99.0
p12,2020-01-15,1126000,1169.0,112,0.0,105.0,4200000,68,2,97.0
p12,2020-02-23,7475000,11097.0,838,225.55,102.5,7500000,112,13,90.0
p13,2019-11-12,973000,1286.0,85,54.86,106.0,28800000,431,37,92.0
p13,2019-11-13,922000,0.0,14,0.0,,19260000,279,42,94.0
p13,2019-11-15,1382000,2007.0,159,21.34,106.0,30480000,446,62,93.0
p13,2019-11-16,7731000,6184.0,748,51.82,105.2,28320000,397,75,89.0
p13,2019-11-17,3891000,2976.0,311,79.25,95.33,32940000,473,76,92.0
p13,2019-11-18,1997000,2141.0,244,27.43,105.0,25440000,385,39,95.0
p13,2019-11-19,1383000,1388.0,162,3.05,102.0,24660000,358,53,90.0
p13,2019-11-21,3380000,4146.0,480,134.11,112.0,26760000,385,61,91.0
p13,2019-11-24,5172000,4805.0,559,30.48,100.0,26820000,375,72,91.0
p13,2019-11-25,973000,646.0,93,6.1,94.0,29100000,426,59,93.0
p13,2019-11-26,2560000,2810.0,332,24.38,103.0,50520000,742,100,93.0
p13,2019-11-28,3276000,4215.0,444,60.96,106.33,28260000,417,54,97.0
p13,2019-11-30,3329000,5266.0,489,48.77,108.5,33360000,496,60,93.0
p13,2019-12-13,4249000,5164.0,515,15.24,100.0,28800000,413,67,92.0
p13,2019-12-14,3840000,5224.0,480,3.05,103.33,20520000,282,60,92.0
p13,2019-12-15,5478000,6215.0,655,12.19,103.0,32280000,463,75,93.0
p13,2019-12-19,3431000,3846.0,421,103.63,104.5,37920000,541,91,83.0
p13,2019-12-20,3994000,3047.0,371,12.19,91.0,24960000,362,54,93.0
p13,2019-12-21,2253000,2216.0,301,27.43,106.5,30900000,467,48,96.0
p13,2019-12-22,1895000,1846.0,210,24.38,101.0,35220000,511,76,97.0
p13,2019-12-23,3891000,3752.0,453,54.86,99.0,32820000,483,64,96.0
p13,2020-01-02,3820000,3223.0,730,2.13,132.5,28740000,412,67,95.0
p13,2020-01-06,3225000,1999.0,407,0.0,108.0,31980000,468,65,90.5
p13,2020-01-07,1528000,4080.0,400,1.52,165.0,28500000,411,64,93.0
p13,2020-01-25,6963000,2758.0,1021,36.58,106.5,60240000,896,108,94.0
p13,2020-01-26,5942000,0.0,926,6.1,113.0,30420000,455,52,94.0
p14,2019-11-15,4916000,7052.0,758,70.1,128.67,27780000,393,70,94.0
p14,2019-11-17,3032000,5006.0,389,33.53,101.0,33840000,486,78,91.0
